split,case_id,img_shape,mask_shape,mask_voxels,img_voxels,img_min,img_max,img_mean,img_std,img_unique,mask_min,mask_max,mask_mean,mask_std,mask_unique
train,BraTS-MEN-RT-0498-1_slice_074,"(256, 256)","(256, 256)",65,65536,-4.1458907353958505,5.71179804431911,-3.4097948414710295,1.5849610338516456,2482,0.0,1.0,0.0009918212890625,0.03147757264455222,2
train,BraTS-MEN-RT-0369-1_slice_119,"(256, 256)","(256, 256)",92,65536,-2.7467742039495686,3.8905499581997907,-2.2959066806128017,1.045030931787203,11437,0.0,1.0,0.00140380859375,0.03744112598710292,2
train,BraTS-MEN-RT-0044-1_slice_134,"(256, 256)","(256, 256)",1663,65536,-3.788130264127135,7.6446573056699965,-3.1599317288244593,1.5087971264667193,1034,0.0,1.0,0.0253753662109375,0.15726238266221937,2
train,BraTS-MEN-RT-0055-1_slice_118,"(256, 256)","(256, 256)",410,65536,-3.461382981103856,8.411849405890916,-2.5411518025200124,1.5909471387158831,204,0.0,1.0,0.006256103515625,0.07884773100366797,2
train,BraTS-MEN-RT-0185-1_slice_078,"(256, 256)","(256, 256)",1000,65536,-3.4310728257398613,7.570325575223558,-2.4469790847736976,1.7023225136730848,1620,0.0,1.0,0.0152587890625,0.12258041613098779,2
train,BraTS-MEN-RT-0044-1_slice_124,"(256, 256)","(256, 256)",2355,65536,-3.788130264127135,9.495843298980477,-2.9496613023544573,1.7249985128235241,1139,0.0,1.0,0.0359344482421875,0.18612674088297212,2
train,BraTS-MEN-RT-0489-1_slice_130,"(256, 256)","(256, 256)",38,65536,-3.575799927140015,8.879771388016493,-2.9831162565535685,1.3887356924059553,1175,0.0,1.0,0.000579833984375,0.02407276006039947,2
train,BraTS-MEN-RT-0330-1_slice_147,"(256, 256)","(256, 256)",237,65536,-3.659152450763485,7.291471033258859,-3.574842871433633,0.5600492660666911,787,0.0,1.0,0.0036163330078125,0.06002712006575949,2
train,BraTS-MEN-RT-0488-1_slice_067,"(256, 256)","(256, 256)",57,65536,-2.7483389204323063,3.2061343357159418,-2.0174632780047688,1.3661663084818065,15964,0.0,1.0,0.0008697509765625,0.02947871282470231,2
train,BraTS-MEN-RT-0298-1_slice_138,"(256, 256)","(256, 256)",290,65536,-3.1754882951219208,3.7242676591898785,-2.813404214848563,0.9365468899866785,651,0.0,1.0,0.004425048828125,0.06637369788548556,2
train,BraTS-MEN-RT-0549-1_slice_053,"(256, 256)","(256, 256)",213,65536,-3.0839947695477994,7.962284077580365,-2.4829693407321076,1.2287542737143888,13142,0.0,1.0,0.0032501220703125,0.05691712200068243,2
train,BraTS-MEN-RT-0310-1_slice_141,"(256, 256)","(256, 256)",100,65536,-2.90914372765067,7.1305438477393075,-2.7305191650114082,0.7152753040505552,3206,0.0,1.0,0.00152587890625,0.03903268630024664,2
train,BraTS-MEN-RT-0070-1_slice_116,"(256, 256)","(256, 256)",988,65536,-3.5165582928113492,6.233929247537264,-2.658444318627657,1.6314125595073743,2008,0.0,1.0,0.01507568359375,0.12185404120475914,2
train,BraTS-MEN-RT-0071-1_slice_139,"(256, 256)","(256, 256)",144,65536,-3.802739274123433,6.516694603538606,-3.270993625300588,1.3515993064510468,2298,0.0,1.0,0.002197265625,0.046823473266868976,2
train,BraTS-MEN-RT-0185-1_slice_068,"(256, 256)","(256, 256)",871,65536,-3.4310728257398613,7.0822539435261405,-2.499240548867515,1.6244201211684834,1595,0.0,1.0,0.0132904052734375,0.11451537189873369,2
train,BraTS-MEN-RT-0074-1_slice_059,"(256, 256)","(256, 256)",123,65536,-2.3758208094905466,3.217099732811074,-2.154814907877225,0.6515183425812079,7807,0.0,1.0,0.0018768310546875,0.04328173471430715,2
train,BraTS-MEN-RT-0055-1_slice_108,"(256, 256)","(256, 256)",136,65536,-3.461382981103856,7.639606649013207,-2.4658050816983867,1.6209540170386023,184,0.0,1.0,0.0020751953125,0.04550702008388352,2
train,BraTS-MEN-RT-0620-1_slice_075,"(256, 256)","(256, 256)",126,65536,-3.790101271343709,9.054221795705887,-2.7470211758120016,1.7747283174467072,17775,0.0,1.0,0.001922607421875,0.04380537641176424,2
train,BraTS-MEN-RT-0319-1_slice_130,"(256, 256)","(256, 256)",1417,65536,-1.706730232908904,9.786039677366334,-1.2950909668107033,0.9438321646228711,903,0.0,1.0,0.0216217041015625,0.14544485557525566,2
train,BraTS-MEN-RT-0344-1_slice_149,"(256, 256)","(256, 256)",392,65536,-3.3535849710438757,8.141675439419128,-3.0301478477717168,1.1305886464833972,119,0.0,1.0,0.0059814453125,0.07710815536941323,2
train,BraTS-MEN-RT-0611-1_slice_127,"(256, 256)","(256, 256)",823,65536,-2.9627970995795634,9.333041759620272,-2.4319661647038417,1.2453150927461423,849,0.0,1.0,0.0125579833984375,0.11135654651344962,2
train,BraTS-MEN-RT-0089-1_slice_090,"(256, 256)","(256, 256)",183,65536,-3.1540152665045684,8.134859574048136,-2.5157910633498046,1.357384213858098,2917,0.0,1.0,0.0027923583984375,0.05276894098816249,2
train,BraTS-MEN-RT-0555-1_slice_141,"(256, 256)","(256, 256)",337,65536,-3.084115016694426,8.03756976659613,-2.526682279363704,1.3115534773268513,2948,0.0,1.0,0.0051422119140625,0.07152460814777928,2
train,BraTS-MEN-RT-0318-1_slice_067,"(256, 256)","(256, 256)",71,65536,-2.5074306756931404,12.164979678261462,-2.0512855624614335,1.087212756214508,11170,0.0,1.0,0.0010833740234375,0.032896813282791405,2
train,BraTS-MEN-RT-0625-1_slice_115,"(256, 256)","(256, 256)",284,65536,-3.1113700070498176,5.970858134268295,-2.3180560325688604,1.404616101501397,2503,0.0,1.0,0.00433349609375,0.06568650474302506,2
train,BraTS-MEN-RT-0454-1_slice_087,"(256, 256)","(256, 256)",188,65536,-2.6649403492086794,7.448965780966365,-2.205170236420144,1.0703454901935494,11325,0.0,1.0,0.00286865234375,0.05348292416725826,2
train,BraTS-MEN-RT-0189-1_slice_179,"(256, 256)","(256, 256)",340,65536,-3.6358693892987506,5.138543655092676,-3.142372385238734,1.2734715599014006,1924,0.0,1.0,0.00518798828125,0.07184060870318133,2
train,BraTS-MEN-RT-0615-1_slice_068,"(256, 256)","(256, 256)",210,65536,-2.8747971542550363,9.92880666005665,-2.187232146848582,1.3336868933239994,225,0.0,1.0,0.003204345703125,0.05651617354120734,2
train,BraTS-MEN-RT-0030-1_slice_052,"(256, 256)","(256, 256)",161,65536,-3.1643090572524106,8.856982439240124,-2.632606201222952,1.3560686863320917,10797,0.0,1.0,0.0024566650390625,0.04950383657807088,2
train,BraTS-MEN-RT-0004-1_slice_060,"(256, 256)","(256, 256)",392,65536,-2.352933456024578,11.645304615962852,-1.9034506562393623,1.1857609115760246,11941,0.0,1.0,0.0059814453125,0.07710815536941323,2
train,BraTS-MEN-RT-0250-1_slice_094,"(256, 256)","(256, 256)",165,65536,-2.67537397098928,7.342661937506306,-1.972445359160186,1.243828509013784,255,0.0,1.0,0.0025177001953125,0.0501134850218883,2
train,BraTS-MEN-RT-0339-1_slice_126,"(256, 256)","(256, 256)",30,65536,-2.339823913529899,6.698379696599557,-1.8501766714853705,1.0081953865313038,14673,0.0,1.0,0.000457763671875,0.021390514820726302,2
train,BraTS-MEN-RT-0454-1_slice_097,"(256, 256)","(256, 256)",366,65536,-2.6649403492086794,9.421233284320195,-2.0202964695849905,1.2900229503867244,14893,0.0,1.0,0.005584716796875,0.07452199497580364,2
train,BraTS-MEN-RT-0591-1_slice_094,"(256, 256)","(256, 256)",382,65536,-2.3696506170764695,6.62644349267513,-2.0757879794549923,0.9032440516305924,1811,0.0,1.0,0.005828857421875,0.07612412129562122,2
train,BraTS-MEN-RT-0625-1_slice_105,"(256, 256)","(256, 256)",697,65536,-3.1113700070498176,6.944840250516207,-2.1533869858937487,1.6329606490038915,2741,0.0,1.0,0.0106353759765625,0.10257809100582667,2
train,BraTS-MEN-RT-0338-1_slice_071,"(256, 256)","(256, 256)",149,65536,-3.9341129567867457,5.864200794433916,-3.329140243029857,1.4337171435030849,2615,0.0,1.0,0.0022735595703125,0.04762762325786098,2
train,BraTS-MEN-RT-0319-1_slice_120,"(256, 256)","(256, 256)",1318,65536,-1.706730232908904,9.778733402788918,-1.2682183663252573,0.9669165839069839,915,0.0,1.0,0.020111083984375,0.14038029877923902,2
train,BraTS-MEN-RT-0611-1_slice_137,"(256, 256)","(256, 256)",829,65536,-2.9627970995795634,7.951667309076594,-2.5622312757730907,1.1173152348629183,818,0.0,1.0,0.0126495361328125,0.11175654508098025,2
train,BraTS-MEN-RT-0620-1_slice_065,"(256, 256)","(256, 256)",308,65536,-3.790101271343709,9.6858003106471,-2.8666760474041606,1.6713081042644011,16246,0.0,1.0,0.00469970703125,0.06839312673851386,2
train,BraTS-MEN-RT-0004-1_slice_070,"(256, 256)","(256, 256)",141,65536,-2.352933456024578,11.023985538167237,-1.8421169643187665,1.0979875539504156,13906,0.0,1.0,0.0021514892578125,0.04633422441118463,2
train,BraTS-MEN-RT-0189-1_slice_169,"(256, 256)","(256, 256)",58,65536,-3.6358693892987506,4.778731233339796,-3.0147541765851704,1.3632875368854032,1700,0.0,1.0,0.000885009765625,0.02973594665282658,2
train,BraTS-MEN-RT-0030-1_slice_042,"(256, 256)","(256, 256)",38,65536,-3.1643090572524106,7.0171404131154596,-2.8397224842755926,0.9204542160672634,7776,0.0,1.0,0.000579833984375,0.02407276006039947,2
train,BraTS-MEN-RT-0485-1_slice_149,"(256, 256)","(256, 256)",37,65536,-3.8393286921918124,5.243444247779248,-3.5850580836944066,0.9717313968466953,1174,0.0,1.0,0.0005645751953125,0.02375408281035784,2
train,BraTS-MEN-RT-0534-1_slice_085,"(256, 256)","(256, 256)",1083,65536,-2.4261752995808616,8.946560960083664,-1.7295272945310696,1.3728171638477775,266,0.0,1.0,0.0165252685546875,0.12748405411612448,2
train,BraTS-MEN-RT-0268-1_slice_066,"(256, 256)","(256, 256)",106,65536,-2.603860669371009,11.156756732422771,-2.054188164032891,1.2070024523700225,13327,0.0,1.0,0.001617431640625,0.04018476770510071,2
train,BraTS-MEN-RT-0425-1_slice_140,"(256, 256)","(256, 256)",196,65536,-2.762462051412981,11.738796758968997,-2.24312224830629,1.1445858323165345,179,0.0,1.0,0.00299072265625,0.05460566119225545,2
train,BraTS-MEN-RT-0249-1_slice_137,"(256, 256)","(256, 256)",1175,65536,-3.8676602714984103,5.93024380459641,-3.4731456895520294,1.2976443693374649,588,0.0,1.0,0.0179290771484375,0.13269372758741416,2
train,BraTS-MEN-RT-0537-1_slice_204,"(256, 256)","(256, 256)",1230,65536,-1.9930247622691568,2.7905452945014884,-1.7189100197635765,0.6047520916939424,501,0.0,1.0,0.018768310546875,0.13570578862410793,2
train,BraTS-MEN-RT-0174-1_slice_119,"(256, 256)","(256, 256)",69,65536,-3.2108763702428056,6.324747908004435,-2.921807174955957,0.9480081621542557,773,0.0,1.0,0.0010528564453125,0.032430663555007073,2
train,BraTS-MEN-RT-0258-1_slice_063,"(256, 256)","(256, 256)",529,65536,-2.6258977100946566,8.217255731249052,-2.0779472185827146,1.2887286776979059,337,0.0,1.0,0.0080718994140625,0.08948041044782795,2
train,BraTS-MEN-RT-0171-1_slice_079,"(256, 256)","(256, 256)",630,65536,-2.6282369659685934,12.148390241373876,-1.843160240224742,1.406268614822184,3469,0.0,1.0,0.009613037109375,0.09757369843819994,2
train,BraTS-MEN-RT-0221-1_slice_153,"(256, 256)","(256, 256)",14,65536,-2.77107447803226,1.7651536247140618,-2.6654064704553204,0.47772913911243436,3408,0.0,1.0,0.000213623046875,0.014614287942587002,2
train,BraTS-MEN-RT-0449-1_slice_113,"(256, 256)","(256, 256)",588,65536,-3.1043362028135797,5.836395896925701,-2.2738144569654892,1.5075500528021148,86,0.0,1.0,0.00897216796875,0.09429564237381564,2
train,BraTS-MEN-RT-0084-1_slice_107,"(256, 256)","(256, 256)",698,65536,-2.8954495329901384,7.580170715271904,-2.1769871379558055,1.3183837269035636,209,0.0,1.0,0.010650634765625,0.10265085847042031,2
train,BraTS-MEN-RT-0080-1_slice_130,"(256, 256)","(256, 256)",93,65536,-2.4358078545353536,1.5508109675645871,-2.2868777879330677,0.5325734516582452,4387,0.0,1.0,0.0014190673828125,0.03764377279943573,2
train,BraTS-MEN-RT-0469-1_slice_115,"(256, 256)","(256, 256)",311,65536,-2.218177799718771,6.738100938533672,-1.6290722964823516,1.1832633810165,2467,0.0,1.0,0.0047454833984375,0.0687238225490452,2
train,BraTS-MEN-RT-0420-1_slice_158,"(256, 256)","(256, 256)",251,65536,-2.947964639918474,6.970764630905217,-2.744457911555581,0.8392391686804987,473,0.0,1.0,0.0038299560546875,0.061768013496523125,2
train,BraTS-MEN-RT-0589-1_slice_070,"(256, 256)","(256, 256)",329,65536,-2.786763677066272,9.898375364661003,-2.148499366262693,1.4033226280891338,12863,0.0,1.0,0.0050201416015625,0.07067488790131018,2
train,BraTS-MEN-RT-0458-1_slice_047,"(256, 256)","(256, 256)",224,65536,-3.157543723107718,6.377302717433311,-2.7739203542113815,1.05405314765103,1327,0.0,1.0,0.00341796875,0.058363398115805626,2
train,BraTS-MEN-RT-0081-1_slice_067,"(256, 256)","(256, 256)",2638,65536,-2.150703314777239,5.480334642996673,-1.4760976171013969,1.268193764944669,241,0.0,1.0,0.040252685546875,0.1965512830106672,2
train,BraTS-MEN-RT-0171-1_slice_101,"(256, 256)","(256, 256)",281,65536,-2.6282369659685934,11.775685994304409,-1.7779552177663842,1.4429655088499884,3214,0.0,1.0,0.0042877197265625,0.06534014987822531,2
train,BraTS-MEN-RT-0300-1_slice_093,"(256, 256)","(256, 256)",1060,65536,-3.1779731872610175,8.76951978199446,-2.2827216390333307,1.5472762815564793,198,0.0,1.0,0.01617431640625,0.12614558214634594,2
train,BraTS-MEN-RT-0479-1_slice_116,"(256, 256)","(256, 256)",149,65536,-2.7180002437302577,8.803895607222202,-2.076766946767298,1.2525913547185272,15328,0.0,1.0,0.0022735595703125,0.04762762325786098,2
train,BraTS-MEN-RT-0608-1_slice_084,"(256, 256)","(256, 256)",16,65536,-2.586585603415012,4.517835407648357,-1.7336127684581202,1.4308056185746334,18907,0.0,1.0,0.000244140625,0.015623092534937653,2
train,BraTS-MEN-RT-0085-1_slice_050,"(256, 256)","(256, 256)",1840,65536,-3.803740635473845,5.380905372757793,-2.9154947623892813,1.667886692955616,1603,0.0,1.0,0.028076171875,0.1651904974502028,2
train,BraTS-MEN-RT-0171-1_slice_069,"(256, 256)","(256, 256)",487,65536,-2.6282369659685934,10.708271992587068,-1.9997866492722216,1.2397501853764064,3108,0.0,1.0,0.0074310302734375,0.08588253642337745,2
train,BraTS-MEN-RT-0401-1_slice_161,"(256, 256)","(256, 256)",295,65536,-3.7076868138503554,5.76383701817782,-3.5222381375784617,0.7967846022980021,1858,0.0,1.0,0.0045013427734375,0.06694087455862466,2
train,BraTS-MEN-RT-0268-1_slice_076,"(256, 256)","(256, 256)",165,65536,-2.603860669371009,9.059118020138174,-1.9200147108560457,1.2597098587396727,16516,0.0,1.0,0.0025177001953125,0.0501134850218883,2
train,BraTS-MEN-RT-0425-1_slice_150,"(256, 256)","(256, 256)",432,65536,-2.762462051412981,11.129965282197233,-2.322732388625675,1.1175652553453452,198,0.0,1.0,0.006591796875,0.08092184556075535,2
train,BraTS-MEN-RT-0534-1_slice_095,"(256, 256)","(256, 256)",742,65536,-2.4261752995808616,9.020409896834733,-1.766358656248792,1.220288166487903,235,0.0,1.0,0.011322021484375,0.10580091357773028,2
train,BraTS-MEN-RT-0155-1_slice_058,"(256, 256)","(256, 256)",447,65536,-3.23832684849159,8.272248287592891,-2.462394477327072,1.4806047918580305,240,0.0,1.0,0.0068206787109375,0.08230526746727493,2
train,BraTS-MEN-RT-0388-1_slice_113,"(256, 256)","(256, 256)",77,65536,-2.8949553259419583,7.133089579352137,-2.314487913994856,1.1957535953120944,1962,0.0,1.0,0.0011749267578125,0.03425706211755871,2
train,BraTS-MEN-RT-0537-1_slice_214,"(256, 256)","(256, 256)",1631,65536,-1.9930247622691568,1.804793637435333,-1.8091399175808154,0.4865428687336335,451,0.0,1.0,0.0248870849609375,0.15578099358742253,2
train,BraTS-MEN-RT-0249-1_slice_127,"(256, 256)","(256, 256)",841,65536,-3.8676602714984103,4.494704516064736,-3.2385010558364735,1.4909179606152616,548,0.0,1.0,0.0128326416015625,0.11255205422864724,2
train,BraTS-MEN-RT-0589-1_slice_060,"(256, 256)","(256, 256)",42,65536,-2.786763677066272,7.838136450299844,-2.2540274225940378,1.220395721959017,11351,0.0,1.0,0.000640869140625,0.025307280125876717,2
train,BraTS-MEN-RT-0458-1_slice_057,"(256, 256)","(256, 256)",188,65536,-3.157543723107718,8.727642365026675,-2.6107384124590594,1.1648449028928383,1214,0.0,1.0,0.00286865234375,0.05348292416725826,2
train,BraTS-MEN-RT-0081-1_slice_077,"(256, 256)","(256, 256)",2531,65536,-2.150703314777239,5.7822821880884465,-1.47452532097802,1.2454214803192256,247,0.0,1.0,0.0386199951171875,0.1926875478445245,2
train,BraTS-MEN-RT-0420-1_slice_148,"(256, 256)","(256, 256)",813,65536,-2.947964639918474,8.076355473194482,-2.426372621942993,1.2724621283719113,589,0.0,1.0,0.0124053955078125,0.11068650175205307,2
train,BraTS-MEN-RT-0085-1_slice_040,"(256, 256)","(256, 256)",1365,65536,-3.803740635473845,6.873410349095434,-3.07724467658007,1.541165469725969,1684,0.0,1.0,0.0208282470703125,0.14280907252093797,2
train,BraTS-MEN-RT-0300-1_slice_083,"(256, 256)","(256, 256)",295,65536,-3.1779731872610175,7.56977153403575,-2.3493532555108425,1.4292586216047984,183,0.0,1.0,0.0045013427734375,0.06694087455862466,2
train,BraTS-MEN-RT-0608-1_slice_094,"(256, 256)","(256, 256)",22,65536,-2.586585603415012,3.6999875759875787,-1.7414403319963572,1.448798548146492,18456,0.0,1.0,0.000335693359375,0.018318861027462146,2
train,BraTS-MEN-RT-0449-1_slice_103,"(256, 256)","(256, 256)",542,65536,-3.1043362028135797,5.644122088329158,-2.2515467390874377,1.5075117723324944,86,0.0,1.0,0.008270263671875,0.09056415632397105,2
train,BraTS-MEN-RT-0084-1_slice_117,"(256, 256)","(256, 256)",1373,65536,-2.8954495329901384,8.727136435884535,-2.2347345827080147,1.3308030018508021,240,0.0,1.0,0.0209503173828125,0.14321802115785542,2
train,BraTS-MEN-RT-0151-1_slice_117,"(256, 256)","(256, 256)",32,65536,-2.802634368831057,2.498142547211839,-2.202146951503729,1.2703853132063794,12961,0.0,1.0,0.00048828125,0.02209169145676488,2
train,BraTS-MEN-RT-0080-1_slice_120,"(256, 256)","(256, 256)",91,65536,-2.4358078545353536,2.4600491133153994,-2.1439018667354244,0.7903143792599471,7340,0.0,1.0,0.0013885498046875,0.03723737012904378,2
train,BraTS-MEN-RT-0395-1_slice_156,"(256, 256)","(256, 256)",64,65536,-3.209489494395195,8.703974202257694,-2.43433353916962,1.4888070555125619,737,0.0,1.0,0.0009765625,0.031234737483827102,2
train,BraTS-MEN-RT-0409-1_slice_047,"(256, 256)","(256, 256)",1130,65536,-3.130861808297523,4.791777769765218,-2.8359770398255524,0.9727387724654827,619,0.0,1.0,0.017242431640625,0.13017346193346543,2
train,BraTS-MEN-RT-0438-1_slice_115,"(256, 256)","(256, 256)",1065,65536,-3.1832798858490263,5.722310834827448,-2.4152288387629532,1.3839631098911953,2491,0.0,1.0,0.0162506103515625,0.12643784249489623,2
train,BraTS-MEN-RT-0284-1_slice_093,"(256, 256)","(256, 256)",3204,65536,-2.5077103716550075,5.295715075142754,-1.7896689355405222,1.3165050902213422,292,0.0,1.0,0.04888916015625,0.21563629141558371,2
train,BraTS-MEN-RT-0120-1_slice_101,"(256, 256)","(256, 256)",1025,65536,-3.1182097023703963,7.467963555154624,-2.2696314635240236,1.5277448812738323,244,0.0,1.0,0.0156402587890625,0.12407917268451484,2
train,BraTS-MEN-RT-0545-1_slice_083,"(256, 256)","(256, 256)",1072,65536,-3.449617928796816,8.825663394659772,-2.507021884830098,1.6528292011654406,227,0.0,1.0,0.016357421875,0.12684579860840198,2
train,BraTS-MEN-RT-0188-1_slice_097,"(256, 256)","(256, 256)",3051,65536,-3.75066901964935,8.539904394782523,-2.5483763363674954,1.8999166225204496,623,0.0,1.0,0.0465545654296875,0.21068278967998416,2
train,BraTS-MEN-RT-0490-1_slice_083,"(256, 256)","(256, 256)",936,65536,-2.8061308763162245,5.627494921281427,-2.0689115511473544,1.4287886190037624,2585,0.0,1.0,0.0142822265625,0.11865177860831846,2
train,BraTS-MEN-RT-0209-1_slice_063,"(256, 256)","(256, 256)",151,65536,-2.310427961319031,5.757983877968247,-1.8313794463724316,0.8912947931985662,2611,0.0,1.0,0.0023040771484375,0.04794547295555179,2
