split,case_id,img_shape,mask_shape,mask_voxels,img_voxels
train,BraTS-MEN-RT-0596-1_slice_085,"(256, 256)","(256, 256)",705,65536
train,BraTS-MEN-RT-0612-1_slice_111,"(256, 256)","(256, 256)",96,65536
train,BraTS-MEN-RT-0473-1_slice_080,"(256, 256)","(256, 256)",48,65536
train,BraTS-MEN-RT-0073-1_slice_058,"(256, 256)","(256, 256)",259,65536
train,BraTS-MEN-RT-0056-1_slice_046,"(256, 256)","(256, 256)",84,65536
train,BraTS-MEN-RT-0067-1_slice_114,"(256, 256)","(256, 256)",67,65536
train,BraTS-MEN-RT-0197-1_slice_072,"(256, 256)","(256, 256)",1921,65536
train,BraTS-MEN-RT-0522-1_slice_179,"(256, 256)","(256, 256)",146,65536
train,BraTS-MEN-RT-0062-1_slice_074,"(256, 256)","(256, 256)",1088,65536
train,BraTS-MEN-RT-0073-1_slice_048,"(256, 256)","(256, 256)",25,65536
train,BraTS-MEN-RT-0062-1_slice_064,"(256, 256)","(256, 256)",566,65536
train,BraTS-MEN-RT-0056-1_slice_056,"(256, 256)","(256, 256)",274,65536
train,BraTS-MEN-RT-0522-1_slice_169,"(256, 256)","(256, 256)",1324,65536
train,BraTS-MEN-RT-0197-1_slice_062,"(256, 256)","(256, 256)",2067,65536
train,BraTS-MEN-RT-0052-1_slice_061,"(256, 256)","(256, 256)",131,65536
train,BraTS-MEN-RT-0526-1_slice_054,"(256, 256)","(256, 256)",81,65536
train,BraTS-MEN-RT-0513-1_slice_131,"(256, 256)","(256, 256)",167,65536
train,BraTS-MEN-RT-0306-1_slice_076,"(256, 256)","(256, 256)",942,65536
train,BraTS-MEN-RT-0336-1_slice_073,"(256, 256)","(256, 256)",26,65536
train,BraTS-MEN-RT-0303-1_slice_116,"(256, 256)","(256, 256)",311,65536
train,BraTS-MEN-RT-0077-1_slice_175,"(256, 256)","(256, 256)",258,65536
train,BraTS-MEN-RT-0326-1_slice_070,"(256, 256)","(256, 256)",1502,65536
train,BraTS-MEN-RT-0513-1_slice_121,"(256, 256)","(256, 256)",33,65536
train,BraTS-MEN-RT-0077-1_slice_165,"(256, 256)","(256, 256)",194,65536
train,BraTS-MEN-RT-0326-1_slice_060,"(256, 256)","(256, 256)",738,65536
train,BraTS-MEN-RT-0316-1_slice_065,"(256, 256)","(256, 256)",155,65536
train,BraTS-MEN-RT-0373-1_slice_047,"(256, 256)","(256, 256)",699,65536
train,BraTS-MEN-RT-0356-1_slice_121,"(256, 256)","(256, 256)",3523,65536
train,BraTS-MEN-RT-0342-1_slice_115,"(256, 256)","(256, 256)",71,65536
train,BraTS-MEN-RT-0363-1_slice_044,"(256, 256)","(256, 256)",1343,65536
train,BraTS-MEN-RT-0542-1_slice_049,"(256, 256)","(256, 256)",689,65536
train,BraTS-MEN-RT-0297-1_slice_115,"(256, 256)","(256, 256)",567,65536
train,BraTS-MEN-RT-0002-1_slice_144,"(256, 256)","(256, 256)",605,65536
train,BraTS-MEN-RT-0372-1_slice_110,"(256, 256)","(256, 256)",1321,65536
train,BraTS-MEN-RT-0286-1_slice_041,"(256, 256)","(256, 256)",390,65536
train,BraTS-MEN-RT-0573-1_slice_063,"(256, 256)","(256, 256)",186,65536
train,BraTS-MEN-RT-0377-1_slice_108,"(256, 256)","(256, 256)",436,65536
train,BraTS-MEN-RT-0002-1_slice_154,"(256, 256)","(256, 256)",161,65536
train,BraTS-MEN-RT-0286-1_slice_051,"(256, 256)","(256, 256)",28,65536
train,BraTS-MEN-RT-0103-1_slice_092,"(256, 256)","(256, 256)",402,65536
train,BraTS-MEN-RT-0372-1_slice_100,"(256, 256)","(256, 256)",1493,65536
train,BraTS-MEN-RT-0356-1_slice_131,"(256, 256)","(256, 256)",2637,65536
train,BraTS-MEN-RT-0497-1_slice_059,"(256, 256)","(256, 256)",82,65536
train,BraTS-MEN-RT-0373-1_slice_057,"(256, 256)","(256, 256)",1186,65536
train,BraTS-MEN-RT-0542-1_slice_059,"(256, 256)","(256, 256)",953,65536
train,BraTS-MEN-RT-0363-1_slice_054,"(256, 256)","(256, 256)",1127,65536
train,BraTS-MEN-RT-0573-1_slice_073,"(256, 256)","(256, 256)",54,65536
train,BraTS-MEN-RT-0283-1_slice_049,"(256, 256)","(256, 256)",29,65536
train,BraTS-MEN-RT-0390-1_slice_054,"(256, 256)","(256, 256)",107,65536
train,BraTS-MEN-RT-0168-1_slice_079,"(256, 256)","(256, 256)",203,65536
train,BraTS-MEN-RT-0274-1_slice_106,"(256, 256)","(256, 256)",95,65536
train,BraTS-MEN-RT-0260-1_slice_132,"(256, 256)","(256, 256)",125,65536
train,BraTS-MEN-RT-0099-1_slice_048,"(256, 256)","(256, 256)",215,65536
train,BraTS-MEN-RT-0035-1_slice_091,"(256, 256)","(256, 256)",490,65536
train,BraTS-MEN-RT-0391-1_slice_103,"(256, 256)","(256, 256)",109,65536
train,BraTS-MEN-RT-0159-1_slice_053,"(256, 256)","(256, 256)",969,65536
train,BraTS-MEN-RT-0275-1_slice_129,"(256, 256)","(256, 256)",16,65536
train,BraTS-MEN-RT-0339-1_slice_095,"(256, 256)","(256, 256)",828,65536
train,BraTS-MEN-RT-0148-1_slice_107,"(256, 256)","(256, 256)",191,65536
train,BraTS-MEN-RT-0591-1_slice_127,"(256, 256)","(256, 256)",349,65536
train,BraTS-MEN-RT-0450-1_slice_113,"(256, 256)","(256, 256)",378,65536
train,BraTS-MEN-RT-0158-1_slice_104,"(256, 256)","(256, 256)",200,65536
train,BraTS-MEN-RT-0099-1_slice_058,"(256, 256)","(256, 256)",444,65536
train,BraTS-MEN-RT-0409-1_slice_035,"(256, 256)","(256, 256)",493,65536
train,BraTS-MEN-RT-0035-1_slice_081,"(256, 256)","(256, 256)",1000,65536
train,BraTS-MEN-RT-0250-1_slice_127,"(256, 256)","(256, 256)",142,65536
train,BraTS-MEN-RT-0260-1_slice_122,"(256, 256)","(256, 256)",680,65536
train,BraTS-MEN-RT-0274-1_slice_116,"(256, 256)","(256, 256)",175,65536
train,BraTS-MEN-RT-0251-1_slice_070,"(256, 256)","(256, 256)",508,65536
train,BraTS-MEN-RT-0339-1_slice_085,"(256, 256)","(256, 256)",473,65536
train,BraTS-MEN-RT-0591-1_slice_137,"(256, 256)","(256, 256)",88,65536
train,BraTS-MEN-RT-0434-1_slice_076,"(256, 256)","(256, 256)",191,65536
train,BraTS-MEN-RT-0415-1_slice_127,"(256, 256)","(256, 256)",125,65536
train,BraTS-MEN-RT-0414-1_slice_070,"(256, 256)","(256, 256)",32,65536
train,BraTS-MEN-RT-0200-1_slice_118,"(256, 256)","(256, 256)",575,65536
train,BraTS-MEN-RT-0358-1_slice_090,"(256, 256)","(256, 256)",1565,65536
train,BraTS-MEN-RT-0411-1_slice_068,"(256, 256)","(256, 256)",360,65536
train,BraTS-MEN-RT-0430-1_slice_139,"(256, 256)","(256, 256)",154,65536
train,BraTS-MEN-RT-0479-1_slice_174,"(256, 256)","(256, 256)",160,65536
train,BraTS-MEN-RT-0220-1_slice_066,"(256, 256)","(256, 256)",261,65536
train,BraTS-MEN-RT-0085-1_slice_032,"(256, 256)","(256, 256)",890,65536
train,BraTS-MEN-RT-0044-1_slice_097,"(256, 256)","(256, 256)",983,65536
train,BraTS-MEN-RT-0057-1_slice_215,"(256, 256)","(256, 256)",797,65536
train,BraTS-MEN-RT-0358-1_slice_080,"(256, 256)","(256, 256)",1563,65536
train,BraTS-MEN-RT-0249-1_slice_145,"(256, 256)","(256, 256)",760,65536
train,BraTS-MEN-RT-0200-1_slice_108,"(256, 256)","(256, 256)",1188,65536
train,BraTS-MEN-RT-0434-1_slice_066,"(256, 256)","(256, 256)",66,65536
train,BraTS-MEN-RT-0599-1_slice_179,"(256, 256)","(256, 256)",62,65536
train,BraTS-MEN-RT-0181-1_slice_084,"(256, 256)","(256, 256)",71,65536
train,BraTS-MEN-RT-0057-1_slice_205,"(256, 256)","(256, 256)",595,65536
train,BraTS-MEN-RT-0479-1_slice_164,"(256, 256)","(256, 256)",679,65536
train,BraTS-MEN-RT-0220-1_slice_076,"(256, 256)","(256, 256)",188,65536
train,BraTS-MEN-RT-0078-1_slice_052,"(256, 256)","(256, 256)",485,65536
train,BraTS-MEN-RT-0351-1_slice_048,"(256, 256)","(256, 256)",173,65536
train,BraTS-MEN-RT-0560-1_slice_046,"(256, 256)","(256, 256)",138,65536
train,BraTS-MEN-RT-0574-1_slice_072,"(256, 256)","(256, 256)",409,65536
train,BraTS-MEN-RT-0370-1_slice_119,"(256, 256)","(256, 256)",990,65536
train,BraTS-MEN-RT-0551-1_slice_114,"(256, 256)","(256, 256)",201,65536
train,BraTS-MEN-RT-0059-1_slice_103,"(256, 256)","(256, 256)",109,65536
train,BraTS-MEN-RT-0069-1_slice_106,"(256, 256)","(256, 256)",40,65536
train,BraTS-MEN-RT-0561-1_slice_111,"(256, 256)","(256, 256)",220,65536
train,BraTS-MEN-RT-0544-1_slice_077,"(256, 256)","(256, 256)",1170,65536
train,BraTS-MEN-RT-0079-1_slice_105,"(256, 256)","(256, 256)",1690,65536
train,BraTS-MEN-RT-0270-1_slice_188,"(256, 256)","(256, 256)",126,65536
train,BraTS-MEN-RT-0281-1_slice_128,"(256, 256)","(256, 256)",617,65536
train,BraTS-MEN-RT-0611-1_slice_145,"(256, 256)","(256, 256)",635,65536
train,BraTS-MEN-RT-0199-1_slice_060,"(256, 256)","(256, 256)",48,65536
train,BraTS-MEN-RT-0374-1_slice_056,"(256, 256)","(256, 256)",459,65536
train,BraTS-MEN-RT-0360-1_slice_062,"(256, 256)","(256, 256)",469,65536
train,BraTS-MEN-RT-0137-1_slice_217,"(256, 256)","(256, 256)",66,65536
train,BraTS-MEN-RT-0284-1_slice_130,"(256, 256)","(256, 256)",1361,65536
train,BraTS-MEN-RT-0355-1_slice_107,"(256, 256)","(256, 256)",996,65536
train,BraTS-MEN-RT-0350-1_slice_067,"(256, 256)","(256, 256)",145,65536
train,BraTS-MEN-RT-0295-1_slice_064,"(256, 256)","(256, 256)",508,65536
train,BraTS-MEN-RT-0104-1_slice_093,"(256, 256)","(256, 256)",507,65536
train,BraTS-MEN-RT-0361-1_slice_135,"(256, 256)","(256, 256)",203,65536
train,BraTS-MEN-RT-0544-1_slice_067,"(256, 256)","(256, 256)",231,65536
train,BraTS-MEN-RT-0561-1_slice_101,"(256, 256)","(256, 256)",371,65536
train,BraTS-MEN-RT-0270-1_slice_198,"(256, 256)","(256, 256)",441,65536
train,BraTS-MEN-RT-0319-1_slice_142,"(256, 256)","(256, 256)",557,65536
train,BraTS-MEN-RT-0611-1_slice_155,"(256, 256)","(256, 256)",33,65536
train,BraTS-MEN-RT-0281-1_slice_138,"(256, 256)","(256, 256)",1053,65536
train,BraTS-MEN-RT-0199-1_slice_070,"(256, 256)","(256, 256)",180,65536
train,BraTS-MEN-RT-0079-1_slice_115,"(256, 256)","(256, 256)",1161,65536
train,BraTS-MEN-RT-0351-1_slice_058,"(256, 256)","(256, 256)",544,65536
train,BraTS-MEN-RT-0555-1_slice_133,"(256, 256)","(256, 256)",417,65536
train,BraTS-MEN-RT-0551-1_slice_104,"(256, 256)","(256, 256)",312,65536
train,BraTS-MEN-RT-0188-1_slice_124,"(256, 256)","(256, 256)",640,65536
train,BraTS-MEN-RT-0574-1_slice_062,"(256, 256)","(256, 256)",45,65536
train,BraTS-MEN-RT-0560-1_slice_056,"(256, 256)","(256, 256)",843,65536
train,BraTS-MEN-RT-0370-1_slice_109,"(256, 256)","(256, 256)",417,65536
train,BraTS-MEN-RT-0104-1_slice_083,"(256, 256)","(256, 256)",991,65536
train,BraTS-MEN-RT-0295-1_slice_074,"(256, 256)","(256, 256)",177,65536
train,BraTS-MEN-RT-0360-1_slice_072,"(256, 256)","(256, 256)",11,65536
train,BraTS-MEN-RT-0284-1_slice_120,"(256, 256)","(256, 256)",2971,65536
train,BraTS-MEN-RT-0355-1_slice_117,"(256, 256)","(256, 256)",1099,65536
train,BraTS-MEN-RT-0080-1_slice_093,"(256, 256)","(256, 256)",230,65536
train,BraTS-MEN-RT-0598-1_slice_087,"(256, 256)","(256, 256)",53,65536
train,BraTS-MEN-RT-0330-1_slice_135,"(256, 256)","(256, 256)",245,65536
train,BraTS-MEN-RT-0155-1_slice_093,"(256, 256)","(256, 256)",67,65536
train,BraTS-MEN-RT-0489-1_slice_142,"(256, 256)","(256, 256)",286,65536
train,BraTS-MEN-RT-0315-1_slice_053,"(256, 256)","(256, 256)",115,65536
train,BraTS-MEN-RT-0325-1_slice_056,"(256, 256)","(256, 256)",267,65536
train,BraTS-MEN-RT-0314-1_slice_104,"(256, 256)","(256, 256)",1154,65536
train,BraTS-MEN-RT-0018-1_slice_078,"(256, 256)","(256, 256)",385,65536
train,BraTS-MEN-RT-0064-1_slice_150,"(256, 256)","(256, 256)",552,65536
train,BraTS-MEN-RT-0335-1_slice_055,"(256, 256)","(256, 256)",76,65536
train,BraTS-MEN-RT-0618-1_slice_124,"(256, 256)","(256, 256)",428,65536
train,BraTS-MEN-RT-0310-1_slice_133,"(256, 256)","(256, 256)",514,65536
train,BraTS-MEN-RT-0175-1_slice_095,"(256, 256)","(256, 256)",69,65536
train,BraTS-MEN-RT-0468-1_slice_099,"(256, 256)","(256, 256)",46,65536
train,BraTS-MEN-RT-0029-1_slice_052,"(256, 256)","(256, 256)",1219,65536
train,BraTS-MEN-RT-0140-1_slice_088,"(256, 256)","(256, 256)",78,65536
train,BraTS-MEN-RT-0314-1_slice_114,"(256, 256)","(256, 256)",1186,65536
train,BraTS-MEN-RT-0300-1_slice_120,"(256, 256)","(256, 256)",506,65536
train,BraTS-MEN-RT-0618-1_slice_134,"(256, 256)","(256, 256)",135,65536
