patient_id,phase,z_index,height,width
BraTS-MEN-RT-0011-1,0.local,117,259,259
BraTS-MEN-RT-0011-1,0.local,118,259,259
BraTS-MEN-RT-0011-1,0.local,119,259,259
BraTS-MEN-RT-0011-1,0.local,120,259,259
BraTS-MEN-RT-0011-1,0.local,121,259,259
BraTS-MEN-RT-0011-1,0.local,122,259,259
BraTS-MEN-RT-0011-1,0.local,123,259,259
BraTS-MEN-RT-0011-1,0.local,124,259,259
BraTS-MEN-RT-0011-1,0.local,125,259,259
BraTS-MEN-RT-0011-1,0.local,126,259,259
BraTS-MEN-RT-0011-1,0.local,127,259,259
BraTS-MEN-RT-0011-1,0.local,128,259,259
BraTS-MEN-RT-0011-1,0.local,129,259,259
BraTS-MEN-RT-0011-1,0.local,130,259,259
BraTS-MEN-RT-0011-1,0.local,131,259,259
BraTS-MEN-RT-0011-1,0.local,132,259,259
BraTS-MEN-RT-0011-1,0.local,133,259,259
BraTS-MEN-RT-0011-1,0.local,134,259,259
BraTS-MEN-RT-0011-1,0.local,135,259,259
BraTS-MEN-RT-0011-1,0.local,136,259,259
BraTS-MEN-RT-0011-1,0.local,137,259,259
BraTS-MEN-RT-0011-1,0.local,138,259,259
BraTS-MEN-RT-0011-1,0.local,139,259,259
BraTS-MEN-RT-0011-1,0.local,140,259,259
BraTS-MEN-RT-0011-1,0.local,141,259,259
BraTS-MEN-RT-0011-1,0.local,142,259,259
BraTS-MEN-RT-0011-1,0.local,143,259,259
BraTS-MEN-RT-0011-1,0.local,144,259,259
BraTS-MEN-RT-0011-1,0.local,145,259,259
BraTS-MEN-RT-0011-1,0.local,146,259,259
BraTS-MEN-RT-0011-1,0.local,147,259,259
BraTS-MEN-RT-0011-1,0.local,148,259,259
BraTS-MEN-RT-0011-1,0.local,149,259,259
BraTS-MEN-RT-0011-1,0.local,150,259,259
BraTS-MEN-RT-0011-1,0.local,151,259,259
BraTS-MEN-RT-0011-1,0.local,152,259,259
BraTS-MEN-RT-0011-1,0.local,153,259,259
BraTS-MEN-RT-0011-1,0.local,154,259,259
BraTS-MEN-RT-0011-1,0.local,155,259,259
BraTS-MEN-RT-0011-1,0.local,156,259,259
BraTS-MEN-RT-0011-1,0.local,157,259,259
BraTS-MEN-RT-0011-1,0.local,158,259,259
BraTS-MEN-RT-0011-1,0.local,159,259,259
BraTS-MEN-RT-0011-1,0.local,160,259,259
BraTS-MEN-RT-0011-1,0.local,161,259,259
BraTS-MEN-RT-0011-1,0.local,162,259,259
BraTS-MEN-RT-0011-1,0.local,163,259,259
BraTS-MEN-RT-0011-1,0.local,164,259,259
BraTS-MEN-RT-0011-1,0.local,165,259,259
BraTS-MEN-RT-0011-1,0.local,166,259,259
BraTS-MEN-RT-0011-1,0.local,167,259,259
BraTS-MEN-RT-0011-1,0.local,168,259,259
BraTS-MEN-RT-0011-1,0.local,169,259,259
BraTS-MEN-RT-0011-1,0.local,170,259,259
BraTS-MEN-RT-0011-1,0.local,171,259,259
BraTS-MEN-RT-0011-1,0.local,172,259,259
BraTS-MEN-RT-0011-1,0.local,173,259,259
BraTS-MEN-RT-0011-1,0.local,174,259,259
BraTS-MEN-RT-0011-1,0.local,175,259,259
BraTS-MEN-RT-0011-1,0.local,176,259,259
BraTS-MEN-RT-0011-1,0.local,177,259,259
BraTS-MEN-RT-0011-1,0.local,178,259,259
BraTS-MEN-RT-0011-1,0.local,179,259,259
BraTS-MEN-RT-0011-1,0.local,180,259,259
BraTS-MEN-RT-0011-1,0.local,181,259,259
BraTS-MEN-RT-0011-1,0.local,182,259,259
BraTS-MEN-RT-0011-1,0.local,183,259,259
BraTS-MEN-RT-0011-1,0.local,184,259,259
BraTS-MEN-RT-0011-1,0.local,185,259,259
BraTS-MEN-RT-0011-1,0.local,186,259,259
BraTS-MEN-RT-0011-1,0.local,187,259,259
BraTS-MEN-RT-0011-1,0.local,188,259,259
BraTS-MEN-RT-0011-1,0.local,189,259,259
BraTS-MEN-RT-0020-1,0.local,0,260,260
BraTS-MEN-RT-0020-1,0.local,1,260,260
BraTS-MEN-RT-0020-1,0.local,2,260,260
BraTS-MEN-RT-0020-1,0.local,3,260,260
BraTS-MEN-RT-0020-1,0.local,4,260,260
BraTS-MEN-RT-0020-1,0.local,5,260,260
BraTS-MEN-RT-0020-1,0.local,6,260,260
BraTS-MEN-RT-0020-1,0.local,7,260,260
BraTS-MEN-RT-0020-1,0.local,8,260,260
BraTS-MEN-RT-0020-1,0.local,9,260,260
BraTS-MEN-RT-0020-1,0.local,10,260,260
BraTS-MEN-RT-0020-1,0.local,11,260,260
BraTS-MEN-RT-0020-1,0.local,12,260,260
BraTS-MEN-RT-0020-1,0.local,13,260,260
BraTS-MEN-RT-0020-1,0.local,14,260,260
BraTS-MEN-RT-0020-1,0.local,15,260,260
BraTS-MEN-RT-0020-1,0.local,16,260,260
BraTS-MEN-RT-0020-1,0.local,17,260,260
BraTS-MEN-RT-0020-1,0.local,18,260,260
BraTS-MEN-RT-0020-1,0.local,19,260,260
BraTS-MEN-RT-0020-1,0.local,20,260,260
BraTS-MEN-RT-0020-1,0.local,21,260,260
BraTS-MEN-RT-0020-1,0.local,22,260,260
BraTS-MEN-RT-0020-1,0.local,23,260,260
BraTS-MEN-RT-0020-1,0.local,24,260,260
BraTS-MEN-RT-0020-1,0.local,25,260,260
BraTS-MEN-RT-0020-1,0.local,26,260,260
BraTS-MEN-RT-0020-1,0.local,27,260,260
BraTS-MEN-RT-0020-1,0.local,28,260,260
BraTS-MEN-RT-0020-1,0.local,29,260,260
BraTS-MEN-RT-0020-1,0.local,30,260,260
BraTS-MEN-RT-0020-1,0.local,31,260,260
BraTS-MEN-RT-0020-1,0.local,32,260,260
BraTS-MEN-RT-0020-1,0.local,33,260,260
BraTS-MEN-RT-0020-1,0.local,34,260,260
BraTS-MEN-RT-0020-1,0.local,35,260,260
BraTS-MEN-RT-0020-1,0.local,36,260,260
BraTS-MEN-RT-0020-1,0.local,37,260,260
BraTS-MEN-RT-0020-1,0.local,38,260,260
BraTS-MEN-RT-0020-1,0.local,39,260,260
BraTS-MEN-RT-0020-1,0.local,40,260,260
BraTS-MEN-RT-0020-1,0.local,41,260,260
BraTS-MEN-RT-0020-1,0.local,42,260,260
BraTS-MEN-RT-0020-1,0.local,43,260,260
BraTS-MEN-RT-0020-1,0.local,44,260,260
BraTS-MEN-RT-0020-1,0.local,45,260,260
BraTS-MEN-RT-0020-1,0.local,46,260,260
BraTS-MEN-RT-0020-1,0.local,47,260,260
BraTS-MEN-RT-0020-1,0.local,48,260,260
BraTS-MEN-RT-0020-1,0.local,49,260,260
BraTS-MEN-RT-0020-1,0.local,50,260,260
BraTS-MEN-RT-0020-1,0.local,51,260,260
BraTS-MEN-RT-0020-1,0.local,52,260,260
BraTS-MEN-RT-0020-1,0.local,53,260,260
BraTS-MEN-RT-0020-1,0.local,54,260,260
BraTS-MEN-RT-0020-1,0.local,55,260,260
BraTS-MEN-RT-0020-1,0.local,56,260,260
BraTS-MEN-RT-0020-1,0.local,57,260,260
BraTS-MEN-RT-0020-1,0.local,58,260,260
BraTS-MEN-RT-0020-1,0.local,59,260,260
BraTS-MEN-RT-0020-1,0.local,60,260,260
BraTS-MEN-RT-0020-1,0.local,61,260,260
BraTS-MEN-RT-0020-1,0.local,62,260,260
BraTS-MEN-RT-0020-1,0.local,63,260,260
BraTS-MEN-RT-0020-1,0.local,64,260,260
BraTS-MEN-RT-0020-1,0.local,65,260,260
BraTS-MEN-RT-0020-1,0.local,66,260,260
BraTS-MEN-RT-0020-1,0.local,67,260,260
BraTS-MEN-RT-0020-1,0.local,68,260,260
BraTS-MEN-RT-0020-1,0.local,69,260,260
BraTS-MEN-RT-0020-1,0.local,70,260,260
BraTS-MEN-RT-0020-1,0.local,71,260,260
BraTS-MEN-RT-0020-1,0.local,72,260,260
BraTS-MEN-RT-0020-1,0.local,73,260,260
BraTS-MEN-RT-0020-1,0.local,74,260,260
BraTS-MEN-RT-0020-1,0.local,75,260,260
BraTS-MEN-RT-0020-1,0.local,76,260,260
BraTS-MEN-RT-0020-1,0.local,77,260,260
BraTS-MEN-RT-0020-1,0.local,78,260,260
BraTS-MEN-RT-0020-1,0.local,79,260,260
BraTS-MEN-RT-0020-1,0.local,80,260,260
BraTS-MEN-RT-0020-1,0.local,81,260,260
BraTS-MEN-RT-0020-1,0.local,82,260,260
BraTS-MEN-RT-0020-1,0.local,83,260,260
BraTS-MEN-RT-0020-1,0.local,84,260,260
BraTS-MEN-RT-0020-1,0.local,85,260,260
BraTS-MEN-RT-0020-1,0.local,86,260,260
BraTS-MEN-RT-0020-1,0.local,87,260,260
BraTS-MEN-RT-0020-1,0.local,88,260,260
BraTS-MEN-RT-0020-1,0.local,89,260,260
BraTS-MEN-RT-0020-1,0.local,90,260,260
BraTS-MEN-RT-0020-1,0.local,91,260,260
BraTS-MEN-RT-0020-1,0.local,92,260,260
BraTS-MEN-RT-0020-1,0.local,93,260,260
BraTS-MEN-RT-0020-1,0.local,94,260,260
BraTS-MEN-RT-0020-1,0.local,95,260,260
BraTS-MEN-RT-0020-1,0.local,96,260,260
BraTS-MEN-RT-0020-1,0.local,97,260,260
BraTS-MEN-RT-0020-1,0.local,98,260,260
BraTS-MEN-RT-0020-1,0.local,99,260,260
BraTS-MEN-RT-0020-1,0.local,100,260,260
BraTS-MEN-RT-0020-1,0.local,101,260,260
BraTS-MEN-RT-0020-1,0.local,102,260,260
BraTS-MEN-RT-0020-1,0.local,103,260,260
BraTS-MEN-RT-0020-1,0.local,104,260,260
BraTS-MEN-RT-0020-1,0.local,105,260,260
BraTS-MEN-RT-0020-1,0.local,106,260,260
BraTS-MEN-RT-0020-1,0.local,107,260,260
BraTS-MEN-RT-0020-1,0.local,108,260,260
BraTS-MEN-RT-0020-1,0.local,109,260,260
BraTS-MEN-RT-0020-1,0.local,110,260,260
BraTS-MEN-RT-0020-1,0.local,111,260,260
BraTS-MEN-RT-0020-1,0.local,112,260,260
BraTS-MEN-RT-0020-1,0.local,113,260,260
BraTS-MEN-RT-0020-1,0.local,114,260,260
BraTS-MEN-RT-0020-1,0.local,115,260,260
BraTS-MEN-RT-0020-1,0.local,116,260,260
BraTS-MEN-RT-0020-1,0.local,117,260,260
BraTS-MEN-RT-0020-1,0.local,118,260,260
BraTS-MEN-RT-0020-1,0.local,119,260,260
BraTS-MEN-RT-0020-1,0.local,120,260,260
BraTS-MEN-RT-0020-1,0.local,121,260,260
BraTS-MEN-RT-0020-1,0.local,122,260,260
BraTS-MEN-RT-0020-1,0.local,123,260,260
BraTS-MEN-RT-0020-1,0.local,124,260,260
BraTS-MEN-RT-0020-1,0.local,125,260,260
BraTS-MEN-RT-0020-1,0.local,126,260,260
BraTS-MEN-RT-0020-1,0.local,127,260,260
BraTS-MEN-RT-0020-1,0.local,128,260,260
BraTS-MEN-RT-0020-1,0.local,129,260,260
BraTS-MEN-RT-0020-1,0.local,130,260,260
BraTS-MEN-RT-0020-1,0.local,131,260,260
BraTS-MEN-RT-0020-1,0.local,132,260,260
BraTS-MEN-RT-0020-1,0.local,133,260,260
BraTS-MEN-RT-0020-1,0.local,134,260,260
BraTS-MEN-RT-0020-1,0.local,135,260,260
BraTS-MEN-RT-0020-1,0.local,136,260,260
BraTS-MEN-RT-0020-1,0.local,137,260,260
BraTS-MEN-RT-0020-1,0.local,138,260,260
BraTS-MEN-RT-0020-1,0.local,139,260,260
BraTS-MEN-RT-0020-1,0.local,140,260,260
BraTS-MEN-RT-0020-1,0.local,141,260,260
BraTS-MEN-RT-0020-1,0.local,142,260,260
BraTS-MEN-RT-0020-1,0.local,143,260,260
BraTS-MEN-RT-0020-1,0.local,144,260,260
BraTS-MEN-RT-0020-1,0.local,145,260,260
BraTS-MEN-RT-0020-1,0.local,146,260,260
BraTS-MEN-RT-0020-1,0.local,147,260,260
BraTS-MEN-RT-0020-1,0.local,148,260,260
BraTS-MEN-RT-0020-1,0.local,149,260,260
BraTS-MEN-RT-0020-1,0.local,150,260,260
BraTS-MEN-RT-0020-1,0.local,151,260,260
BraTS-MEN-RT-0020-1,0.local,152,260,260
BraTS-MEN-RT-0020-1,0.local,153,260,260
BraTS-MEN-RT-0020-1,0.local,154,260,260
BraTS-MEN-RT-0020-1,0.local,155,260,260
BraTS-MEN-RT-0020-1,0.local,156,260,260
BraTS-MEN-RT-0020-1,0.local,157,260,260
BraTS-MEN-RT-0020-1,0.local,158,260,260
BraTS-MEN-RT-0020-1,0.local,159,260,260
BraTS-MEN-RT-0020-1,0.local,160,260,260
BraTS-MEN-RT-0020-1,0.local,161,260,260
BraTS-MEN-RT-0020-1,0.local,162,260,260
BraTS-MEN-RT-0020-1,0.local,163,260,260
BraTS-MEN-RT-0020-1,0.local,164,260,260
BraTS-MEN-RT-0020-1,0.local,165,260,260
BraTS-MEN-RT-0020-1,0.local,166,260,260
BraTS-MEN-RT-0020-1,0.local,167,260,260
BraTS-MEN-RT-0020-1,0.local,168,260,260
BraTS-MEN-RT-0020-1,0.local,169,260,260
BraTS-MEN-RT-0020-1,0.local,170,260,260
BraTS-MEN-RT-0020-1,0.local,171,260,260
BraTS-MEN-RT-0020-1,0.local,172,260,260
BraTS-MEN-RT-0020-1,0.local,173,260,260
BraTS-MEN-RT-0020-1,0.local,174,260,260
BraTS-MEN-RT-0020-1,0.local,175,260,260
BraTS-MEN-RT-0022-1,0.local,0,259,259
BraTS-MEN-RT-0022-1,0.local,1,259,259
BraTS-MEN-RT-0022-1,0.local,2,259,259
BraTS-MEN-RT-0022-1,0.local,3,259,259
BraTS-MEN-RT-0022-1,0.local,4,259,259
BraTS-MEN-RT-0022-1,0.local,5,259,259
BraTS-MEN-RT-0022-1,0.local,6,259,259
BraTS-MEN-RT-0022-1,0.local,7,259,259
BraTS-MEN-RT-0022-1,0.local,8,259,259
BraTS-MEN-RT-0022-1,0.local,9,259,259
BraTS-MEN-RT-0022-1,0.local,10,259,259
BraTS-MEN-RT-0022-1,0.local,11,259,259
BraTS-MEN-RT-0022-1,0.local,12,259,259
BraTS-MEN-RT-0022-1,0.local,13,259,259
BraTS-MEN-RT-0022-1,0.local,14,259,259
BraTS-MEN-RT-0022-1,0.local,15,259,259
BraTS-MEN-RT-0022-1,0.local,16,259,259
BraTS-MEN-RT-0022-1,0.local,17,259,259
BraTS-MEN-RT-0022-1,0.local,18,259,259
BraTS-MEN-RT-0022-1,0.local,19,259,259
BraTS-MEN-RT-0022-1,0.local,20,259,259
BraTS-MEN-RT-0022-1,0.local,21,259,259
BraTS-MEN-RT-0022-1,0.local,22,259,259
BraTS-MEN-RT-0022-1,0.local,23,259,259
BraTS-MEN-RT-0022-1,0.local,24,259,259
BraTS-MEN-RT-0022-1,0.local,25,259,259
BraTS-MEN-RT-0022-1,0.local,26,259,259
BraTS-MEN-RT-0022-1,0.local,27,259,259
BraTS-MEN-RT-0022-1,0.local,28,259,259
BraTS-MEN-RT-0022-1,0.local,29,259,259
BraTS-MEN-RT-0022-1,0.local,30,259,259
BraTS-MEN-RT-0022-1,0.local,31,259,259
BraTS-MEN-RT-0022-1,0.local,32,259,259
BraTS-MEN-RT-0022-1,0.local,33,259,259
BraTS-MEN-RT-0022-1,0.local,34,259,259
BraTS-MEN-RT-0022-1,0.local,35,259,259
BraTS-MEN-RT-0022-1,0.local,36,259,259
BraTS-MEN-RT-0022-1,0.local,37,259,259
BraTS-MEN-RT-0022-1,0.local,38,259,259
BraTS-MEN-RT-0022-1,0.local,39,259,259
BraTS-MEN-RT-0022-1,0.local,40,259,259
BraTS-MEN-RT-0022-1,0.local,41,259,259
BraTS-MEN-RT-0022-1,0.local,42,259,259
BraTS-MEN-RT-0022-1,0.local,43,259,259
BraTS-MEN-RT-0022-1,0.local,44,259,259
BraTS-MEN-RT-0022-1,0.local,45,259,259
BraTS-MEN-RT-0022-1,0.local,46,259,259
BraTS-MEN-RT-0022-1,0.local,47,259,259
BraTS-MEN-RT-0022-1,0.local,48,259,259
BraTS-MEN-RT-0022-1,0.local,49,259,259
BraTS-MEN-RT-0022-1,0.local,50,259,259
BraTS-MEN-RT-0022-1,0.local,51,259,259
BraTS-MEN-RT-0022-1,0.local,52,259,259
BraTS-MEN-RT-0022-1,0.local,53,259,259
BraTS-MEN-RT-0022-1,0.local,54,259,259
BraTS-MEN-RT-0022-1,0.local,55,259,259
BraTS-MEN-RT-0022-1,0.local,56,259,259
BraTS-MEN-RT-0022-1,0.local,57,259,259
BraTS-MEN-RT-0022-1,0.local,58,259,259
BraTS-MEN-RT-0022-1,0.local,59,259,259
BraTS-MEN-RT-0022-1,0.local,60,259,259
BraTS-MEN-RT-0022-1,0.local,61,259,259
BraTS-MEN-RT-0022-1,0.local,62,259,259
BraTS-MEN-RT-0022-1,0.local,63,259,259
BraTS-MEN-RT-0022-1,0.local,64,259,259
BraTS-MEN-RT-0022-1,0.local,65,259,259
BraTS-MEN-RT-0022-1,0.local,66,259,259
BraTS-MEN-RT-0022-1,0.local,67,259,259
BraTS-MEN-RT-0022-1,0.local,68,259,259
BraTS-MEN-RT-0022-1,0.local,69,259,259
BraTS-MEN-RT-0022-1,0.local,70,259,259
BraTS-MEN-RT-0022-1,0.local,71,259,259
BraTS-MEN-RT-0022-1,0.local,72,259,259
BraTS-MEN-RT-0022-1,0.local,73,259,259
BraTS-MEN-RT-0022-1,0.local,74,259,259
BraTS-MEN-RT-0022-1,0.local,75,259,259
BraTS-MEN-RT-0022-1,0.local,76,259,259
BraTS-MEN-RT-0022-1,0.local,77,259,259
BraTS-MEN-RT-0022-1,0.local,78,259,259
BraTS-MEN-RT-0022-1,0.local,79,259,259
BraTS-MEN-RT-0022-1,0.local,80,259,259
BraTS-MEN-RT-0022-1,0.local,81,259,259
BraTS-MEN-RT-0022-1,0.local,82,259,259
BraTS-MEN-RT-0022-1,0.local,83,259,259
BraTS-MEN-RT-0022-1,0.local,84,259,259
BraTS-MEN-RT-0022-1,0.local,85,259,259
BraTS-MEN-RT-0022-1,0.local,86,259,259
BraTS-MEN-RT-0022-1,0.local,87,259,259
BraTS-MEN-RT-0022-1,0.local,88,259,259
BraTS-MEN-RT-0022-1,0.local,89,259,259
BraTS-MEN-RT-0022-1,0.local,90,259,259
BraTS-MEN-RT-0022-1,0.local,91,259,259
BraTS-MEN-RT-0022-1,0.local,92,259,259
BraTS-MEN-RT-0022-1,0.local,93,259,259
BraTS-MEN-RT-0022-1,0.local,94,259,259
BraTS-MEN-RT-0022-1,0.local,95,259,259
BraTS-MEN-RT-0022-1,0.local,96,259,259
BraTS-MEN-RT-0022-1,0.local,97,259,259
BraTS-MEN-RT-0022-1,0.local,98,259,259
BraTS-MEN-RT-0022-1,0.local,99,259,259
BraTS-MEN-RT-0022-1,0.local,100,259,259
BraTS-MEN-RT-0022-1,0.local,101,259,259
BraTS-MEN-RT-0022-1,0.local,102,259,259
BraTS-MEN-RT-0022-1,0.local,103,259,259
BraTS-MEN-RT-0022-1,0.local,104,259,259
BraTS-MEN-RT-0022-1,0.local,105,259,259
BraTS-MEN-RT-0022-1,0.local,106,259,259
BraTS-MEN-RT-0022-1,0.local,107,259,259
BraTS-MEN-RT-0022-1,0.local,108,259,259
BraTS-MEN-RT-0022-1,0.local,109,259,259
BraTS-MEN-RT-0022-1,0.local,110,259,259
BraTS-MEN-RT-0022-1,0.local,111,259,259
BraTS-MEN-RT-0022-1,0.local,112,259,259
BraTS-MEN-RT-0022-1,0.local,113,259,259
BraTS-MEN-RT-0022-1,0.local,114,259,259
BraTS-MEN-RT-0022-1,0.local,115,259,259
BraTS-MEN-RT-0022-1,0.local,116,259,259
BraTS-MEN-RT-0022-1,0.local,117,259,259
BraTS-MEN-RT-0022-1,0.local,118,259,259
BraTS-MEN-RT-0022-1,0.local,119,259,259
BraTS-MEN-RT-0022-1,0.local,120,259,259
BraTS-MEN-RT-0022-1,0.local,121,259,259
BraTS-MEN-RT-0022-1,0.local,122,259,259
BraTS-MEN-RT-0022-1,0.local,123,259,259
BraTS-MEN-RT-0022-1,0.local,124,259,259
BraTS-MEN-RT-0022-1,0.local,125,259,259
BraTS-MEN-RT-0022-1,0.local,126,259,259
BraTS-MEN-RT-0022-1,0.local,127,259,259
BraTS-MEN-RT-0022-1,0.local,128,259,259
BraTS-MEN-RT-0022-1,0.local,129,259,259
BraTS-MEN-RT-0022-1,0.local,130,259,259
BraTS-MEN-RT-0022-1,0.local,131,259,259
BraTS-MEN-RT-0022-1,0.local,132,259,259
BraTS-MEN-RT-0022-1,0.local,133,259,259
BraTS-MEN-RT-0022-1,0.local,134,259,259
BraTS-MEN-RT-0022-1,0.local,135,259,259
BraTS-MEN-RT-0022-1,0.local,136,259,259
BraTS-MEN-RT-0022-1,0.local,137,259,259
BraTS-MEN-RT-0022-1,0.local,138,259,259
BraTS-MEN-RT-0022-1,0.local,139,259,259
BraTS-MEN-RT-0022-1,0.local,140,259,259
BraTS-MEN-RT-0022-1,0.local,141,259,259
BraTS-MEN-RT-0022-1,0.local,142,259,259
BraTS-MEN-RT-0022-1,0.local,143,259,259
BraTS-MEN-RT-0022-1,0.local,144,259,259
BraTS-MEN-RT-0022-1,0.local,145,259,259
BraTS-MEN-RT-0022-1,0.local,146,259,259
BraTS-MEN-RT-0022-1,0.local,147,259,259
BraTS-MEN-RT-0022-1,0.local,148,259,259
BraTS-MEN-RT-0022-1,0.local,149,259,259
BraTS-MEN-RT-0022-1,0.local,150,259,259
