patient_id,phase,x_min,x_max,y_min,y_max
BraTS-MEN-RT-0055-1,train,57,201,22,212
BraTS-MEN-RT-0056-1,train,59,197,37,208
BraTS-MEN-RT-0057-1,train,154,344,145,384
BraTS-MEN-RT-0058-1,train,54,206,11,197
BraTS-MEN-RT-0059-1,train,160,515,87,549
BraTS-MEN-RT-0060-1,train,56,204,47,209
BraTS-MEN-RT-0062-1,train,54,195,13,204
BraTS-MEN-RT-0063-1,train,54,195,25,200
BraTS-MEN-RT-0064-1,train,54,197,27,196
BraTS-MEN-RT-0065-1,train,55,198,21,208
BraTS-MEN-RT-0066-1,train,56,199,50,216
BraTS-MEN-RT-0067-1,train,151,545,117,559
BraTS-MEN-RT-0069-1,train,174,528,90,554
BraTS-MEN-RT-0070-1,train,60,196,35,203
BraTS-MEN-RT-0071-1,train,139,408,67,368
BraTS-MEN-RT-0072-1,train,165,530,76,549
BraTS-MEN-RT-0073-1,train,54,200,24,207
BraTS-MEN-RT-0074-1,train,156,521,108,562
BraTS-MEN-RT-0076-1,train,68,221,44,229
BraTS-MEN-RT-0077-1,train,159,352,114,348
BraTS-MEN-RT-0078-1,train,56,195,26,195
BraTS-MEN-RT-0079-1,train,54,198,18,179
BraTS-MEN-RT-0080-1,train,91,238,59,257
BraTS-MEN-RT-0081-1,train,55,196,26,209
BraTS-MEN-RT-0082-1,train,170,351,119,339
BraTS-MEN-RT-0084-1,train,60,199,29,206
BraTS-MEN-RT-0085-1,train,100,392,92,448
BraTS-MEN-RT-0088-1,train,139,550,101,558
BraTS-MEN-RT-0089-1,train,109,366,103,396
BraTS-MEN-RT-0091-1,train,54,198,42,208
BraTS-MEN-RT-0093-1,train,165,555,116,562
BraTS-MEN-RT-0094-1,train,164,354,104,339
BraTS-MEN-RT-0097-1,train,115,383,71,434
BraTS-MEN-RT-0099-1,train,121,381,52,376
BraTS-MEN-RT-0101-1,train,47,205,16,202
BraTS-MEN-RT-0102-1,train,113,388,55,390
BraTS-MEN-RT-0103-1,train,109,392,62,428
BraTS-MEN-RT-0104-1,train,59,194,26,195
BraTS-MEN-RT-0105-1,train,162,351,99,349
BraTS-MEN-RT-0106-1,train,109,392,80,430
BraTS-MEN-RT-0107-1,train,52,196,43,211
BraTS-MEN-RT-0110-1,train,85,421,44,434
BraTS-MEN-RT-0112-1,train,53,200,24,206
BraTS-MEN-RT-0113-1,train,62,201,37,208
BraTS-MEN-RT-0114-1,train,69,222,42,234
BraTS-MEN-RT-0116-1,train,50,191,31,199
BraTS-MEN-RT-0117-1,train,124,506,84,545
BraTS-MEN-RT-0119-1,train,43,203,23,196
BraTS-MEN-RT-0120-1,train,62,204,39,202
BraTS-MEN-RT-0122-1,train,185,538,84,544
BraTS-MEN-RT-0124-1,train,63,257,31,256
BraTS-MEN-RT-0125-1,train,54,199,35,207
BraTS-MEN-RT-0126-1,train,58,204,34,199
BraTS-MEN-RT-0127-1,train,140,514,73,553
BraTS-MEN-RT-0128-1,train,167,534,122,591
BraTS-MEN-RT-0129-1,train,109,389,83,404
BraTS-MEN-RT-0130-1,train,60,195,40,211
BraTS-MEN-RT-0131-1,train,86,270,65,290
BraTS-MEN-RT-0132-1,train,57,194,27,199
BraTS-MEN-RT-0134-1,train,183,526,78,552
BraTS-MEN-RT-0136-1,train,61,200,48,213
BraTS-MEN-RT-0137-1,train,167,347,129,362
BraTS-MEN-RT-0140-1,train,53,188,25,196
BraTS-MEN-RT-0141-1,train,113,393,75,414
BraTS-MEN-RT-0142-1,train,164,342,148,371
BraTS-MEN-RT-0143-1,train,161,526,84,551
BraTS-MEN-RT-0144-1,train,60,194,40,203
BraTS-MEN-RT-0146-1,train,60,200,34,211
BraTS-MEN-RT-0147-1,train,118,389,32,385
BraTS-MEN-RT-0148-1,train,11,158,36,208
BraTS-MEN-RT-0149-1,train,59,199,29,209
BraTS-MEN-RT-0150-1,train,116,391,61,407
BraTS-MEN-RT-0151-1,train,157,511,100,530
BraTS-MEN-RT-0153-1,train,158,350,122,371
BraTS-MEN-RT-0154-1,train,61,205,42,215
BraTS-MEN-RT-0155-1,train,52,196,19,207
BraTS-MEN-RT-0156-1,train,58,225,25,233
BraTS-MEN-RT-0157-1,train,149,530,108,533
BraTS-MEN-RT-0158-1,train,94,408,28,395
BraTS-MEN-RT-0159-1,train,118,393,51,361
BraTS-MEN-RT-0160-1,train,163,340,131,372
BraTS-MEN-RT-0161-1,train,59,351,56,426
BraTS-MEN-RT-0166-1,train,54,198,11,205
BraTS-MEN-RT-0167-1,train,156,351,107,346
BraTS-MEN-RT-0168-1,train,177,547,99,565
BraTS-MEN-RT-0171-1,train,119,394,35,391
BraTS-MEN-RT-0173-1,train,51,198,27,208
BraTS-MEN-RT-0174-1,train,162,367,114,345
BraTS-MEN-RT-0175-1,train,157,353,116,365
BraTS-MEN-RT-0176-1,train,63,195,38,209
BraTS-MEN-RT-0177-1,train,58,198,29,208
BraTS-MEN-RT-0178-1,train,163,347,138,370
BraTS-MEN-RT-0179-1,train,83,268,61,281
BraTS-MEN-RT-0180-1,train,126,395,59,379
BraTS-MEN-RT-0181-1,train,140,512,75,518
BraTS-MEN-RT-0184-1,train,61,196,26,188
BraTS-MEN-RT-0185-1,train,52,202,13,216
BraTS-MEN-RT-0188-1,train,53,208,12,221
BraTS-MEN-RT-0189-1,train,115,392,78,390
BraTS-MEN-RT-0190-1,train,114,385,31,399
BraTS-MEN-RT-0191-1,train,76,270,56,284
BraTS-MEN-RT-0192-1,train,61,206,36,203
BraTS-MEN-RT-0193-1,train,161,360,107,337
BraTS-MEN-RT-0196-1,train,163,541,100,548
BraTS-MEN-RT-0197-1,train,124,393,62,392
BraTS-MEN-RT-0198-1,train,58,194,35,210
BraTS-MEN-RT-0199-1,train,61,200,32,204
BraTS-MEN-RT-0200-1,train,60,203,37,193
BraTS-MEN-RT-0202-1,train,155,355,106,336
BraTS-MEN-RT-0203-1,train,30,191,8,203
BraTS-MEN-RT-0206-1,train,55,204,25,205
BraTS-MEN-RT-0208-1,train,48,207,16,198
BraTS-MEN-RT-0209-1,train,127,384,38,404
BraTS-MEN-RT-0210-1,train,57,197,40,191
BraTS-MEN-RT-0211-1,train,132,403,80,418
BraTS-MEN-RT-0212-1,train,56,197,27,201
BraTS-MEN-RT-0215-1,train,161,530,105,572
BraTS-MEN-RT-0216-1,train,56,193,18,189
BraTS-MEN-RT-0217-1,train,66,222,42,230
BraTS-MEN-RT-0220-1,train,117,391,93,404
BraTS-MEN-RT-0221-1,train,166,575,140,631
BraTS-MEN-RT-0222-1,train,56,202,50,207
BraTS-MEN-RT-0223-1,train,122,390,67,386
BraTS-MEN-RT-0224-1,train,167,553,120,571
BraTS-MEN-RT-0225-1,train,56,200,42,211
BraTS-MEN-RT-0226-1,train,54,201,20,173
BraTS-MEN-RT-0227-1,train,63,199,42,214
BraTS-MEN-RT-0229-1,train,52,202,35,211
BraTS-MEN-RT-0230-1,train,157,354,136,381
BraTS-MEN-RT-0232-1,train,158,343,116,323
BraTS-MEN-RT-0234-1,train,132,392,69,409
BraTS-MEN-RT-0235-1,train,99,369,50,397
BraTS-MEN-RT-0236-1,train,117,397,53,382
BraTS-MEN-RT-0241-1,train,183,547,113,532
BraTS-MEN-RT-0247-1,train,54,195,20,189
BraTS-MEN-RT-0249-1,train,44,212,13,198
BraTS-MEN-RT-0250-1,train,55,197,25,196
BraTS-MEN-RT-0251-1,train,128,399,76,401
BraTS-MEN-RT-0252-1,train,129,387,93,436
BraTS-MEN-RT-0255-1,train,125,395,98,414
BraTS-MEN-RT-0257-1,train,170,353,110,344
BraTS-MEN-RT-0258-1,train,65,205,47,215
BraTS-MEN-RT-0260-1,train,56,204,14,187
BraTS-MEN-RT-0263-1,train,57,193,30,200
BraTS-MEN-RT-0268-1,train,134,517,89,565
BraTS-MEN-RT-0270-1,train,158,351,147,392
BraTS-MEN-RT-0271-1,train,49,198,13,200
BraTS-MEN-RT-0273-1,train,58,211,31,211
BraTS-MEN-RT-0274-1,train,56,195,15,204
BraTS-MEN-RT-0275-1,train,154,538,98,550
BraTS-MEN-RT-0279-1,train,65,197,33,206
BraTS-MEN-RT-0280-1,train,96,398,73,428
BraTS-MEN-RT-0281-1,train,52,201,34,194
BraTS-MEN-RT-0282-1,train,110,410,29,401
BraTS-MEN-RT-0283-1,train,60,220,36,232
BraTS-MEN-RT-0284-1,train,48,200,36,205
BraTS-MEN-RT-0285-1,train,72,246,35,253
BraTS-MEN-RT-0286-1,train,66,203,31,209
BraTS-MEN-RT-0289-1,train,155,528,96,530
BraTS-MEN-RT-0290-1,train,62,226,31,238
BraTS-MEN-RT-0294-1,train,47,201,16,206
BraTS-MEN-RT-0295-1,train,53,200,20,197
BraTS-MEN-RT-0297-1,train,54,200,35,198
BraTS-MEN-RT-0298-1,train,167,349,158,399
BraTS-MEN-RT-0299-1,train,114,394,46,407
BraTS-MEN-RT-0300-1,train,57,201,30,213
BraTS-MEN-RT-0301-1,train,119,389,54,394
BraTS-MEN-RT-0302-1,train,73,246,46,267
BraTS-MEN-RT-0303-1,train,167,348,123,342
BraTS-MEN-RT-0305-1,train,59,192,36,203
BraTS-MEN-RT-0306-1,train,64,196,36,214
BraTS-MEN-RT-0309-1,train,205,585,114,597
BraTS-MEN-RT-0310-1,train,54,197,45,205
BraTS-MEN-RT-0311-1,train,58,209,25,192
BraTS-MEN-RT-0312-1,train,135,496,122,531
BraTS-MEN-RT-0313-1,train,49,202,25,208
BraTS-MEN-RT-0314-1,train,49,203,25,198
BraTS-MEN-RT-0315-1,train,155,606,103,659
BraTS-MEN-RT-0316-1,train,55,198,24,211
BraTS-MEN-RT-0317-1,train,53,201,35,209
BraTS-MEN-RT-0318-1,train,154,524,133,584
BraTS-MEN-RT-0319-1,train,54,195,21,192
BraTS-MEN-RT-0321-1,train,166,342,147,391
BraTS-MEN-RT-0322-1,train,48,206,27,214
BraTS-MEN-RT-0325-1,train,57,202,18,189
BraTS-MEN-RT-0326-1,train,42,207,15,202
BraTS-MEN-RT-0330-1,train,48,209,11,200
BraTS-MEN-RT-0332-1,train,180,588,127,568
BraTS-MEN-RT-0335-1,train,51,192,36,201
BraTS-MEN-RT-0336-1,train,56,196,37,201
BraTS-MEN-RT-0338-1,train,116,391,102,410
BraTS-MEN-RT-0339-1,train,136,542,91,564
BraTS-MEN-RT-0340-1,train,115,385,50,376
BraTS-MEN-RT-0342-1,train,52,207,11,202
BraTS-MEN-RT-0344-1,train,58,208,38,216
BraTS-MEN-RT-0347-1,train,156,352,105,335
BraTS-MEN-RT-0350-1,train,50,207,29,217
BraTS-MEN-RT-0351-1,train,112,381,91,418
BraTS-MEN-RT-0354-1,train,108,378,52,410
BraTS-MEN-RT-0355-1,train,51,201,24,190
BraTS-MEN-RT-0356-1,train,52,201,35,218
BraTS-MEN-RT-0358-1,train,57,197,33,206
BraTS-MEN-RT-0360-1,train,154,505,105,559
BraTS-MEN-RT-0361-1,train,173,538,89,544
BraTS-MEN-RT-0363-1,train,115,389,50,389
BraTS-MEN-RT-0365-1,train,59,195,34,209
BraTS-MEN-RT-0369-1,train,190,578,142,634
BraTS-MEN-RT-0370-1,train,44,209,18,192
BraTS-MEN-RT-0372-1,train,113,384,58,414
BraTS-MEN-RT-0373-1,train,59,195,37,207
BraTS-MEN-RT-0374-1,train,65,205,47,215
BraTS-MEN-RT-0375-1,train,58,210,30,209
BraTS-MEN-RT-0377-1,train,55,199,24,219
BraTS-MEN-RT-0378-1,train,111,375,95,412
BraTS-MEN-RT-0380-1,train,140,388,82,394
BraTS-MEN-RT-0382-1,train,54,203,19,211
BraTS-MEN-RT-0383-1,train,143,526,76,558
BraTS-MEN-RT-0384-1,train,167,535,96,579
BraTS-MEN-RT-0387-1,train,66,219,49,233
BraTS-MEN-RT-0388-1,train,120,386,64,370
BraTS-MEN-RT-0390-1,train,56,199,18,194
BraTS-MEN-RT-0391-1,train,56,223,25,225
BraTS-MEN-RT-0392-1,train,57,200,10,199
BraTS-MEN-RT-0393-1,train,56,197,11,179
BraTS-MEN-RT-0394-1,train,49,203,10,194
BraTS-MEN-RT-0395-1,train,170,351,117,347
BraTS-MEN-RT-0397-1,train,65,195,37,200
BraTS-MEN-RT-0400-1,train,53,198,22,189
BraTS-MEN-RT-0401-1,train,107,388,60,399
BraTS-MEN-RT-0402-1,train,81,274,19,275
BraTS-MEN-RT-0405-1,train,44,212,14,205
BraTS-MEN-RT-0406-1,train,54,198,44,211
BraTS-MEN-RT-0409-1,train,41,203,10,193
BraTS-MEN-RT-0410-1,train,60,195,21,186
BraTS-MEN-RT-0411-1,train,57,197,35,201
BraTS-MEN-RT-0412-1,train,59,199,15,196
BraTS-MEN-RT-0413-1,train,115,403,64,410
BraTS-MEN-RT-0414-1,train,100,384,88,420
BraTS-MEN-RT-0415-1,train,193,574,130,607
BraTS-MEN-RT-0418-1,train,57,193,35,202
BraTS-MEN-RT-0419-1,train,58,199,34,206
BraTS-MEN-RT-0420-1,train,55,193,15,173
BraTS-MEN-RT-0421-1,train,153,504,99,518
BraTS-MEN-RT-0422-1,train,45,195,13,218
BraTS-MEN-RT-0423-1,train,198,611,108,635
BraTS-MEN-RT-0424-1,train,163,342,113,336
BraTS-MEN-RT-0425-1,train,56,202,45,206
BraTS-MEN-RT-0426-1,train,170,347,115,338
BraTS-MEN-RT-0429-1,train,67,219,47,235
BraTS-MEN-RT-0430-1,train,169,355,114,351
BraTS-MEN-RT-0431-1,train,51,193,38,201
BraTS-MEN-RT-0433-1,train,115,383,81,401
BraTS-MEN-RT-0434-1,train,127,399,85,391
BraTS-MEN-RT-0436-1,train,54,200,24,213
BraTS-MEN-RT-0438-1,train,52,201,23,196
BraTS-MEN-RT-0439-1,train,184,570,119,602
BraTS-MEN-RT-0441-1,train,133,477,105,564
BraTS-MEN-RT-0442-1,train,149,547,84,532
BraTS-MEN-RT-0443-1,train,160,353,114,347
BraTS-MEN-RT-0445-1,train,118,407,63,405
BraTS-MEN-RT-0447-1,train,176,530,124,566
BraTS-MEN-RT-0448-1,train,127,389,45,361
BraTS-MEN-RT-0449-1,train,59,208,36,213
BraTS-MEN-RT-0450-1,train,58,199,33,212
BraTS-MEN-RT-0451-1,train,59,199,33,189
BraTS-MEN-RT-0452-1,train,52,211,15,224
BraTS-MEN-RT-0453-1,train,57,195,30,210
BraTS-MEN-RT-0454-1,train,155,524,100,553
BraTS-MEN-RT-0455-1,train,41,177,45,204
BraTS-MEN-RT-0456-1,train,124,381,52,392
BraTS-MEN-RT-0457-1,train,152,514,160,577
BraTS-MEN-RT-0458-1,train,48,201,10,196
BraTS-MEN-RT-0459-1,train,183,547,91,529
BraTS-MEN-RT-0460-1,train,46,202,8,184
BraTS-MEN-RT-0462-1,train,55,204,48,210
BraTS-MEN-RT-0463-1,train,124,390,69,406
BraTS-MEN-RT-0465-1,train,56,193,37,214
BraTS-MEN-RT-0466-1,train,74,228,49,223
BraTS-MEN-RT-0467-1,train,75,252,51,260
BraTS-MEN-RT-0468-1,train,113,380,41,398
BraTS-MEN-RT-0469-1,train,29,310,81,451
BraTS-MEN-RT-0470-1,train,47,203,10,199
BraTS-MEN-RT-0471-1,train,149,518,111,544
BraTS-MEN-RT-0473-1,train,115,398,98,444
BraTS-MEN-RT-0475-1,train,177,538,140,569
BraTS-MEN-RT-0478-1,train,145,346,112,354
BraTS-MEN-RT-0479-1,train,11,150,21,208
BraTS-MEN-RT-0481-1,train,59,199,29,197
BraTS-MEN-RT-0482-1,train,149,518,94,508
BraTS-MEN-RT-0483-1,train,120,380,71,402
BraTS-MEN-RT-0484-1,train,53,198,25,192
BraTS-MEN-RT-0485-1,train,51,205,9,204
BraTS-MEN-RT-0488-1,train,66,213,45,220
BraTS-MEN-RT-0489-1,train,50,204,17,186
BraTS-MEN-RT-0490-1,train,58,196,22,196
BraTS-MEN-RT-0491-1,train,114,399,84,413
BraTS-MEN-RT-0493-1,train,57,197,40,200
BraTS-MEN-RT-0497-1,train,107,383,60,405
BraTS-MEN-RT-0498-1,train,124,390,46,380
BraTS-MEN-RT-0500-1,train,197,554,155,592
BraTS-MEN-RT-0503-1,train,50,197,26,193
BraTS-MEN-RT-0505-1,train,101,402,105,424
BraTS-MEN-RT-0506-1,train,58,202,26,198
BraTS-MEN-RT-0507-1,train,57,199,28,206
BraTS-MEN-RT-0508-1,train,71,234,28,228
BraTS-MEN-RT-0509-1,train,147,513,124,579
BraTS-MEN-RT-0510-1,train,72,216,50,222
BraTS-MEN-RT-0513-1,train,157,368,159,366
BraTS-MEN-RT-0516-1,train,148,516,101,566
BraTS-MEN-RT-0517-1,train,60,199,38,220
BraTS-MEN-RT-0520-1,train,168,335,158,401
BraTS-MEN-RT-0522-1,train,165,347,119,352
BraTS-MEN-RT-0524-1,train,63,204,30,203
BraTS-MEN-RT-0526-1,train,60,199,43,201
BraTS-MEN-RT-0531-1,train,59,195,18,180
BraTS-MEN-RT-0533-1,train,62,209,23,210
BraTS-MEN-RT-0534-1,train,53,189,31,210
BraTS-MEN-RT-0536-1,train,51,210,9,191
BraTS-MEN-RT-0537-1,train,165,350,113,356
BraTS-MEN-RT-0542-1,train,60,191,18,185
BraTS-MEN-RT-0543-1,train,120,392,73,400
BraTS-MEN-RT-0544-1,train,63,194,33,200
BraTS-MEN-RT-0545-1,train,54,200,23,197
BraTS-MEN-RT-0546-1,train,56,194,14,200
BraTS-MEN-RT-0547-1,train,51,194,24,198
BraTS-MEN-RT-0548-1,train,61,225,19,217
BraTS-MEN-RT-0549-1,train,62,200,54,234
BraTS-MEN-RT-0550-1,train,118,392,68,408
BraTS-MEN-RT-0551-1,train,49,200,15,186
BraTS-MEN-RT-0554-1,train,55,202,17,182
BraTS-MEN-RT-0555-1,train,60,199,27,205
BraTS-MEN-RT-0557-1,train,59,202,44,216
BraTS-MEN-RT-0558-1,train,69,231,33,236
BraTS-MEN-RT-0559-1,train,162,348,154,386
BraTS-MEN-RT-0560-1,train,51,199,11,200
BraTS-MEN-RT-0561-1,train,58,217,61,230
BraTS-MEN-RT-0562-1,train,47,189,39,221
BraTS-MEN-RT-0564-1,train,59,191,39,202
BraTS-MEN-RT-0565-1,train,74,218,45,230
BraTS-MEN-RT-0566-1,train,171,540,112,543
BraTS-MEN-RT-0567-1,train,123,389,105,430
BraTS-MEN-RT-0569-1,train,57,205,46,213
BraTS-MEN-RT-0570-1,train,166,533,118,579
BraTS-MEN-RT-0573-1,train,118,392,49,396
BraTS-MEN-RT-0574-1,train,59,251,46,271
BraTS-MEN-RT-0578-1,train,53,194,41,199
BraTS-MEN-RT-0579-1,train,66,221,53,230
BraTS-MEN-RT-0580-1,train,167,348,137,365
BraTS-MEN-RT-0582-1,train,53,201,14,197
BraTS-MEN-RT-0583-1,train,58,199,20,187
BraTS-MEN-RT-0584-1,train,47,201,12,211
BraTS-MEN-RT-0585-1,train,183,571,100,578
BraTS-MEN-RT-0586-1,train,165,349,136,356
BraTS-MEN-RT-0587-1,train,119,395,62,428
BraTS-MEN-RT-0588-1,train,115,402,61,419
BraTS-MEN-RT-0589-1,train,61,196,18,185
BraTS-MEN-RT-0591-1,train,125,388,71,414
BraTS-MEN-RT-0593-1,train,53,194,28,196
BraTS-MEN-RT-0596-1,train,52,202,37,219
BraTS-MEN-RT-0598-1,train,59,194,30,199
BraTS-MEN-RT-0599-1,train,169,349,111,353
BraTS-MEN-RT-0600-1,train,61,204,27,211
BraTS-MEN-RT-0601-1,train,66,207,28,204
BraTS-MEN-RT-0603-1,train,183,526,78,552
BraTS-MEN-RT-0605-1,train,120,361,78,409
BraTS-MEN-RT-0607-1,train,160,506,99,545
BraTS-MEN-RT-0608-1,train,70,226,39,227
BraTS-MEN-RT-0609-1,train,153,523,90,558
BraTS-MEN-RT-0611-1,train,57,194,20,202
BraTS-MEN-RT-0612-1,train,61,195,43,209
BraTS-MEN-RT-0614-1,train,173,536,104,528
BraTS-MEN-RT-0615-1,train,52,202,35,211
BraTS-MEN-RT-0616-1,train,48,193,47,220
BraTS-MEN-RT-0617-1,train,52,208,18,206
BraTS-MEN-RT-0618-1,train,56,197,20,206
BraTS-MEN-RT-0619-1,train,59,197,20,193
BraTS-MEN-RT-0620-1,train,57,198,30,206
BraTS-MEN-RT-0623-1,train,62,203,35,218
BraTS-MEN-RT-0625-1,train,120,396,39,392
BraTS-MEN-RT-0028-1,val,167,550,128,571
BraTS-MEN-RT-0090-1,val,52,192,14,200
BraTS-MEN-RT-0100-1,val,160,350,149,393
BraTS-MEN-RT-0135-1,val,54,196,25,199
BraTS-MEN-RT-0152-1,val,58,198,19,198
BraTS-MEN-RT-0170-1,val,154,511,75,523
BraTS-MEN-RT-0172-1,val,64,196,30,205
BraTS-MEN-RT-0186-1,val,116,404,57,410
BraTS-MEN-RT-0187-1,val,56,201,15,199
BraTS-MEN-RT-0194-1,val,127,387,57,401
BraTS-MEN-RT-0195-1,val,55,200,35,206
BraTS-MEN-RT-0231-1,val,55,202,27,213
BraTS-MEN-RT-0242-1,val,47,201,40,221
BraTS-MEN-RT-0245-1,val,123,397,111,425
BraTS-MEN-RT-0254-1,val,60,200,29,206
BraTS-MEN-RT-0261-1,val,49,208,11,202
BraTS-MEN-RT-0267-1,val,69,209,47,228
BraTS-MEN-RT-0291-1,val,111,389,72,397
BraTS-MEN-RT-0296-1,val,160,358,110,369
BraTS-MEN-RT-0334-1,val,52,202,48,212
BraTS-MEN-RT-0337-1,val,103,383,34,376
BraTS-MEN-RT-0343-1,val,61,198,38,202
BraTS-MEN-RT-0348-1,val,63,200,30,201
BraTS-MEN-RT-0364-1,val,48,206,14,191
BraTS-MEN-RT-0376-1,val,128,390,45,394
BraTS-MEN-RT-0396-1,val,156,525,105,543
BraTS-MEN-RT-0404-1,val,60,196,34,216
BraTS-MEN-RT-0417-1,val,119,407,23,370
BraTS-MEN-RT-0428-1,val,50,200,11,205
BraTS-MEN-RT-0435-1,val,108,392,73,405
BraTS-MEN-RT-0440-1,val,46,198,39,211
BraTS-MEN-RT-0444-1,val,171,501,118,554
BraTS-MEN-RT-0464-1,val,59,199,44,208
BraTS-MEN-RT-0476-1,val,56,198,18,190
BraTS-MEN-RT-0486-1,val,59,196,28,207
BraTS-MEN-RT-0495-1,val,49,205,18,204
BraTS-MEN-RT-0519-1,val,129,395,58,376
BraTS-MEN-RT-0525-1,val,190,615,144,630
BraTS-MEN-RT-0528-1,val,58,200,25,200
BraTS-MEN-RT-0532-1,val,57,198,19,196
BraTS-MEN-RT-0539-1,val,160,349,122,338
BraTS-MEN-RT-0553-1,val,51,192,15,185
BraTS-MEN-RT-0572-1,val,51,203,13,202
BraTS-MEN-RT-0594-1,val,98,404,79,432
BraTS-MEN-RT-0621-1,val,80,217,50,214
