filename,min_nonzero,bg_min,bg_max,bg_pixel_count
BraTS-MEN-RT-0002-1_slice_100_img.npy,-3.4220629426,-3.4220629426,0.0000000000,27208
BraTS-MEN-RT-0002-1_slice_100_mask.npy,1.0000000000,0.0000000000,0.0000000000,30411
BraTS-MEN-RT-0002-1_slice_101_img.npy,-3.4220629426,-3.4220629426,0.0000000000,27662
BraTS-MEN-RT-0002-1_slice_101_mask.npy,1.0000000000,0.0000000000,0.0000000000,30462
BraTS-MEN-RT-0002-1_slice_102_img.npy,-3.4220629426,-3.4220629426,0.0000000000,28191
BraTS-MEN-RT-0002-1_slice_102_mask.npy,1.0000000000,0.0000000000,0.0000000000,30523
BraTS-MEN-RT-0002-1_slice_103_img.npy,-3.4220629426,-3.4220629426,0.0000000000,28658
BraTS-MEN-RT-0002-1_slice_103_mask.npy,1.0000000000,0.0000000000,0.0000000000,30574
BraTS-MEN-RT-0002-1_slice_104_img.npy,-3.4220629426,-3.4220629426,0.0000000000,29181
BraTS-MEN-RT-0002-1_slice_104_mask.npy,1.0000000000,0.0000000000,0.0000000000,30679
BraTS-MEN-RT-0003-1_slice_123_img.npy,-2.5809893673,-2.5809893673,0.0000000000,18714
BraTS-MEN-RT-0003-1_slice_123_mask.npy,1.0000000000,0.0000000000,0.0000000000,30673
BraTS-MEN-RT-0003-1_slice_124_img.npy,-2.5809893673,-2.5809893673,0.0000000000,19336
BraTS-MEN-RT-0003-1_slice_124_mask.npy,1.0000000000,0.0000000000,0.0000000000,30619
BraTS-MEN-RT-0003-1_slice_125_img.npy,-2.5809893673,-2.5809893673,0.0000000000,19695
BraTS-MEN-RT-0003-1_slice_125_mask.npy,1.0000000000,0.0000000000,0.0000000000,30534
BraTS-MEN-RT-0003-1_slice_126_img.npy,-2.5809893673,-2.5809893673,0.0000000000,20155
BraTS-MEN-RT-0003-1_slice_126_mask.npy,1.0000000000,0.0000000000,0.0000000000,30422
BraTS-MEN-RT-0003-1_slice_127_img.npy,-2.5809893673,-2.5809893673,0.0000000000,20464
BraTS-MEN-RT-0003-1_slice_127_mask.npy,1.0000000000,0.0000000000,0.0000000000,30287
BraTS-MEN-RT-0003-1_slice_128_img.npy,-2.5809893673,-2.5809893673,0.0000000000,20657
BraTS-MEN-RT-0003-1_slice_128_mask.npy,1.0000000000,0.0000000000,0.0000000000,30211
BraTS-MEN-RT-0003-1_slice_129_img.npy,-2.5809893673,-2.5809893673,0.0000000000,20987
BraTS-MEN-RT-0003-1_slice_129_mask.npy,1.0000000000,0.0000000000,0.0000000000,30127
BraTS-MEN-RT-0003-1_slice_130_img.npy,-2.5809893673,-2.5809893673,0.0000000000,21383
BraTS-MEN-RT-0003-1_slice_130_mask.npy,1.0000000000,0.0000000000,0.0000000000,30040
BraTS-MEN-RT-0003-1_slice_131_img.npy,-2.5809893673,-2.5809893673,0.0000000000,21688
BraTS-MEN-RT-0003-1_slice_131_mask.npy,1.0000000000,0.0000000000,0.0000000000,29926
BraTS-MEN-RT-0003-1_slice_132_img.npy,-2.5809893673,-2.5809893673,0.0000000000,21839
BraTS-MEN-RT-0003-1_slice_132_mask.npy,1.0000000000,0.0000000000,0.0000000000,29860
BraTS-MEN-RT-0003-1_slice_133_img.npy,-2.5809893673,-2.5809893673,0.0000000000,22100
BraTS-MEN-RT-0003-1_slice_133_mask.npy,1.0000000000,0.0000000000,0.0000000000,29769
BraTS-MEN-RT-0003-1_slice_134_img.npy,-2.5809893673,-2.5809893673,0.0000000000,22343
BraTS-MEN-RT-0003-1_slice_134_mask.npy,1.0000000000,0.0000000000,0.0000000000,29679
BraTS-MEN-RT-0003-1_slice_135_img.npy,-2.5809893673,-2.5809893673,0.0000000000,22519
BraTS-MEN-RT-0003-1_slice_135_mask.npy,1.0000000000,0.0000000000,0.0000000000,29773
BraTS-MEN-RT-0003-1_slice_136_img.npy,-2.5809893673,-2.5809893673,0.0000000000,22859
BraTS-MEN-RT-0003-1_slice_136_mask.npy,1.0000000000,0.0000000000,0.0000000000,29681
BraTS-MEN-RT-0003-1_slice_137_img.npy,-2.5809893673,-2.5809893673,0.0000000000,23248
BraTS-MEN-RT-0003-1_slice_137_mask.npy,1.0000000000,0.0000000000,0.0000000000,29707
BraTS-MEN-RT-0003-1_slice_138_img.npy,-2.5809893673,-2.5809893673,0.0000000000,23605
BraTS-MEN-RT-0003-1_slice_138_mask.npy,1.0000000000,0.0000000000,0.0000000000,29733
BraTS-MEN-RT-0003-1_slice_139_img.npy,-2.5809893673,-2.5809893673,0.0000000000,23985
BraTS-MEN-RT-0003-1_slice_139_mask.npy,1.0000000000,0.0000000000,0.0000000000,29769
BraTS-MEN-RT-0003-1_slice_140_img.npy,-2.5809893673,-2.5809893673,0.0000000000,24418
BraTS-MEN-RT-0003-1_slice_140_mask.npy,1.0000000000,0.0000000000,0.0000000000,29818
BraTS-MEN-RT-0003-1_slice_141_img.npy,-2.5809893673,-2.5809893673,0.0000000000,24962
BraTS-MEN-RT-0003-1_slice_141_mask.npy,1.0000000000,0.0000000000,0.0000000000,29863
BraTS-MEN-RT-0003-1_slice_142_img.npy,-2.5809893673,-2.5809893673,0.0000000000,25306
BraTS-MEN-RT-0003-1_slice_142_mask.npy,1.0000000000,0.0000000000,0.0000000000,29933
BraTS-MEN-RT-0003-1_slice_143_img.npy,-2.5809893673,-2.5809893673,0.0000000000,25701
BraTS-MEN-RT-0003-1_slice_143_mask.npy,1.0000000000,0.0000000000,0.0000000000,29993
BraTS-MEN-RT-0003-1_slice_144_img.npy,-2.5809893673,-2.5809893673,0.0000000000,26038
BraTS-MEN-RT-0003-1_slice_144_mask.npy,1.0000000000,0.0000000000,0.0000000000,30065
BraTS-MEN-RT-0003-1_slice_145_img.npy,-2.5809893673,-2.5809893673,0.0000000000,26368
BraTS-MEN-RT-0003-1_slice_145_mask.npy,1.0000000000,0.0000000000,0.0000000000,30127
BraTS-MEN-RT-0003-1_slice_146_img.npy,-2.5809893673,-2.5809893673,0.0000000000,26613
BraTS-MEN-RT-0003-1_slice_146_mask.npy,1.0000000000,0.0000000000,0.0000000000,30189
BraTS-MEN-RT-0003-1_slice_147_img.npy,-2.5809893673,-2.5809893673,0.0000000000,26968
BraTS-MEN-RT-0003-1_slice_147_mask.npy,1.0000000000,0.0000000000,0.0000000000,30256
BraTS-MEN-RT-0003-1_slice_148_img.npy,-2.5809893673,-2.5809893673,0.0000000000,27312
BraTS-MEN-RT-0003-1_slice_148_mask.npy,1.0000000000,0.0000000000,0.0000000000,30333
BraTS-MEN-RT-0003-1_slice_149_img.npy,-2.5809893673,-2.5809893673,0.0000000000,27744
BraTS-MEN-RT-0003-1_slice_149_mask.npy,1.0000000000,0.0000000000,0.0000000000,30515
BraTS-MEN-RT-0003-1_slice_150_img.npy,-2.5809893673,-2.5809893673,0.0000000000,28129
BraTS-MEN-RT-0003-1_slice_150_mask.npy,1.0000000000,0.0000000000,0.0000000000,30649
BraTS-MEN-RT-0003-1_slice_151_img.npy,-2.5809893673,-2.5809893673,0.0000000000,28499
BraTS-MEN-RT-0003-1_slice_151_mask.npy,1.0000000000,0.0000000000,0.0000000000,30696
BraTS-MEN-RT-0004-1_slice_037_img.npy,-2.2910177863,-2.2910177863,-0.0002701313,29315
BraTS-MEN-RT-0004-1_slice_037_mask.npy,0.0000000000,0.0000000000,0.0000000000,30720
BraTS-MEN-RT-0004-1_slice_038_img.npy,-2.2910177863,-2.2910177863,-0.0005705863,28975
BraTS-MEN-RT-0004-1_slice_038_mask.npy,0.0000000000,0.0000000000,0.0000000000,30720
BraTS-MEN-RT-0004-1_slice_039_img.npy,-2.2910177863,-2.2910177863,-0.0000600555,28771
BraTS-MEN-RT-0004-1_slice_039_mask.npy,0.0000000000,0.0000000000,0.0000000000,30720
BraTS-MEN-RT-0004-1_slice_040_img.npy,-2.2910177863,-2.2910177863,-0.0000301780,28472
BraTS-MEN-RT-0004-1_slice_040_mask.npy,0.0000000000,0.0000000000,0.0000000000,30720
BraTS-MEN-RT-0004-1_slice_041_img.npy,-2.2910177863,-2.2910177863,-0.0000600555,27795
BraTS-MEN-RT-0004-1_slice_041_mask.npy,0.0000000000,0.0000000000,0.0000000000,30720
BraTS-MEN-RT-0004-1_slice_042_img.npy,-2.2910177863,-2.2910177863,-0.0000077700,26762
BraTS-MEN-RT-0004-1_slice_042_mask.npy,0.0000000000,0.0000000000,0.0000000000,30720
BraTS-MEN-RT-0004-1_slice_043_img.npy,-2.2910177863,-2.2910177863,-0.0000339127,26669
BraTS-MEN-RT-0004-1_slice_043_mask.npy,0.0000000000,0.0000000000,0.0000000000,29880
BraTS-MEN-RT-0004-1_slice_044_img.npy,-2.2910177863,-2.2910177863,-0.0000376474,25581
BraTS-MEN-RT-0004-1_slice_044_mask.npy,0.0000000000,0.0000000000,0.0000000000,29959
BraTS-MEN-RT-0004-1_slice_045_img.npy,-2.2910177863,-2.2910177863,-0.0000651907,24927
BraTS-MEN-RT-0004-1_slice_045_mask.npy,0.0000000000,0.0000000000,0.0000000000,29932
BraTS-MEN-RT-0004-1_slice_046_img.npy,-2.2910177863,-2.2910177863,-0.0000357801,24540
BraTS-MEN-RT-0004-1_slice_046_mask.npy,0.0000000000,0.0000000000,0.0000000000,29984
BraTS-MEN-RT-0004-1_slice_047_img.npy,-2.2910177863,-2.2910177863,-0.0000040350,24509
BraTS-MEN-RT-0004-1_slice_047_mask.npy,0.0000000000,0.0000000000,0.0000000000,30030
BraTS-MEN-RT-0004-1_slice_048_img.npy,-2.2910177863,-2.2910177863,-0.0001108352,24230
BraTS-MEN-RT-0004-1_slice_048_mask.npy,0.0000000015,0.0000000000,0.0000000000,30062
BraTS-MEN-RT-0004-1_slice_049_img.npy,-2.2910177863,-2.2910177863,-0.0001500339,23998
BraTS-MEN-RT-0004-1_slice_049_mask.npy,0.0000000035,0.0000000000,0.0000000000,30025
BraTS-MEN-RT-0004-1_slice_050_img.npy,-2.2910177863,-2.2910177863,-0.0000693509,23643
BraTS-MEN-RT-0004-1_slice_050_mask.npy,0.0000000195,0.0000000000,0.0000000000,29937
BraTS-MEN-RT-0004-1_slice_051_img.npy,-2.2910177863,-2.2910177863,-0.0002247573,23531
BraTS-MEN-RT-0004-1_slice_051_mask.npy,0.0000000920,0.0000000000,0.0000000000,29876
BraTS-MEN-RT-0004-1_slice_052_img.npy,-2.2910177863,-2.2910177863,-0.0002795850,23385
BraTS-MEN-RT-0004-1_slice_052_mask.npy,0.0000003853,0.0000000000,0.0000000000,29806
BraTS-MEN-RT-0004-1_slice_053_img.npy,-2.2910177863,-2.2910177863,-0.0001007488,23228
BraTS-MEN-RT-0004-1_slice_053_mask.npy,0.0000000000,0.0000000000,0.0000000000,29763
BraTS-MEN-RT-0004-1_slice_054_img.npy,-2.2910177863,-2.2910177863,-0.0000608105,23116
BraTS-MEN-RT-0004-1_slice_054_mask.npy,0.0000000000,0.0000000000,0.0000000000,29730
BraTS-MEN-RT-0004-1_slice_055_img.npy,-2.2910177863,-2.2910177863,-0.0000174500,23136
BraTS-MEN-RT-0004-1_slice_055_mask.npy,0.0000000000,0.0000000000,0.0000000000,29638
BraTS-MEN-RT-0004-1_slice_056_img.npy,-2.2910177863,-2.2910177863,-0.0001955753,22673
BraTS-MEN-RT-0004-1_slice_056_mask.npy,0.0000000000,0.0000000000,0.0000000000,29712
BraTS-MEN-RT-0004-1_slice_057_img.npy,-2.2910177863,-2.2910177863,-0.0000063135,21993
BraTS-MEN-RT-0004-1_slice_057_mask.npy,0.0000000000,0.0000000000,0.0000000000,29595
BraTS-MEN-RT-0004-1_slice_058_img.npy,-2.2910177863,-2.2910177863,-0.0000571613,21169
BraTS-MEN-RT-0004-1_slice_058_mask.npy,0.0000000000,0.0000000000,0.0000000000,29683
BraTS-MEN-RT-0004-1_slice_059_img.npy,-2.2910177863,-2.2910177863,-0.0000453693,20678
BraTS-MEN-RT-0004-1_slice_059_mask.npy,0.0000000000,0.0000000000,0.0000000000,29689
BraTS-MEN-RT-0004-1_slice_060_img.npy,-2.2910177863,-2.2910177863,-0.0001178803,20299
BraTS-MEN-RT-0004-1_slice_060_mask.npy,0.0000000000,0.0000000000,0.0000000000,29678
BraTS-MEN-RT-0004-1_slice_061_img.npy,-2.2910177863,-2.2910177863,-0.0000651434,20043
BraTS-MEN-RT-0004-1_slice_061_mask.npy,0.0000000000,0.0000000000,0.0000000000,29855
BraTS-MEN-RT-0004-1_slice_062_img.npy,-2.2910177863,-2.2910177863,-0.0000989438,19707
BraTS-MEN-RT-0004-1_slice_062_mask.npy,0.0000000000,0.0000000000,0.0000000000,30271
BraTS-MEN-RT-0004-1_slice_063_img.npy,-2.2910177863,-2.2910177863,-0.0001012083,19907
BraTS-MEN-RT-0004-1_slice_063_mask.npy,0.0000000001,0.0000000000,0.0000000000,30324
BraTS-MEN-RT-0004-1_slice_064_img.npy,-2.2910177863,-2.2910177863,-0.0000396322,20058
BraTS-MEN-RT-0004-1_slice_064_mask.npy,0.0000000064,0.0000000000,0.0000000000,30413
BraTS-MEN-RT-0004-1_slice_065_img.npy,-2.2910177863,-2.2910177863,-0.0000042826,19760
BraTS-MEN-RT-0004-1_slice_065_mask.npy,0.0000000075,0.0000000000,0.0000000000,30487
BraTS-MEN-RT-0004-1_slice_066_img.npy,-2.2910177863,-2.2910177863,-0.0001041482,19005
BraTS-MEN-RT-0004-1_slice_066_mask.npy,0.0000000712,0.0000000000,0.0000000000,30537
BraTS-MEN-RT-0004-1_slice_067_img.npy,-2.2910177863,-2.2910177863,-0.0001763677,18425
BraTS-MEN-RT-0004-1_slice_067_mask.npy,0.0000001720,0.0000000000,0.0000000000,30655
BraTS-MEN-RT-0004-1_slice_068_img.npy,-2.2910177863,-2.2910177863,-0.0001375209,18544
BraTS-MEN-RT-0004-1_slice_068_mask.npy,0.0000010118,0.0000000000,0.0000000000,30676
BraTS-MEN-RT-0006-1_slice_098_img.npy,-3.4072645639,-3.4072645639,-0.0000693906,21706
BraTS-MEN-RT-0006-1_slice_098_mask.npy,0.0000000000,0.0000000000,0.0000000000,30586
BraTS-MEN-RT-0006-1_slice_099_img.npy,-3.4072645639,-3.4072645639,-0.0000423960,22540
BraTS-MEN-RT-0006-1_slice_099_mask.npy,0.0041503906,0.0000000000,0.0000000000,30381
BraTS-MEN-RT-0006-1_slice_100_img.npy,-3.4072645639,-3.4072645639,-0.0000276263,23170
BraTS-MEN-RT-0006-1_slice_100_mask.npy,0.0013671875,0.0000000000,0.0000000000,30088
BraTS-MEN-RT-0006-1_slice_101_img.npy,-3.4072645639,-3.4072645639,-0.0000918424,24250
BraTS-MEN-RT-0006-1_slice_101_mask.npy,0.0056966146,0.0000000000,0.0000000000,29940
BraTS-MEN-RT-0006-1_slice_102_img.npy,-3.4072645639,-3.4072645639,-0.0000173042,25295
BraTS-MEN-RT-0006-1_slice_102_mask.npy,0.0048339844,0.0000000000,0.0000000000,29764
BraTS-MEN-RT-0006-1_slice_103_img.npy,-3.4072645639,-3.4072645639,-0.0000091821,26176
BraTS-MEN-RT-0006-1_slice_103_mask.npy,0.0010009766,0.0000000000,0.0000000000,29584
BraTS-MEN-RT-0006-1_slice_104_img.npy,-3.4072645639,-3.4072645639,-0.0000457852,26936
BraTS-MEN-RT-0006-1_slice_104_mask.npy,0.0999755859,0.0000000000,0.0000000000,29424
BraTS-MEN-RT-0006-1_slice_105_img.npy,-3.4072645639,-3.4072645639,0.0000000000,27359
BraTS-MEN-RT-0006-1_slice_105_mask.npy,1.0000000000,0.0000000000,0.0000000000,29628
BraTS-MEN-RT-0006-1_slice_106_img.npy,-3.4072645639,-3.4072645639,0.0000000000,27958
BraTS-MEN-RT-0006-1_slice_106_mask.npy,1.0000000000,0.0000000000,0.0000000000,29772
BraTS-MEN-RT-0006-1_slice_107_img.npy,-3.4072645639,-3.4072645639,0.0000000000,28243
BraTS-MEN-RT-0006-1_slice_107_mask.npy,1.0000000000,0.0000000000,0.0000000000,30006
BraTS-MEN-RT-0006-1_slice_108_img.npy,-3.4072645639,-3.4072645639,0.0000000000,28673
BraTS-MEN-RT-0006-1_slice_108_mask.npy,1.0000000000,0.0000000000,0.0000000000,30215
BraTS-MEN-RT-0006-1_slice_109_img.npy,-3.4072645639,-3.4072645639,0.0000000000,29136
BraTS-MEN-RT-0006-1_slice_109_mask.npy,1.0000000000,0.0000000000,0.0000000000,30259
BraTS-MEN-RT-0006-1_slice_110_img.npy,-3.4072645639,-3.4072645639,0.0000000000,29690
BraTS-MEN-RT-0006-1_slice_110_mask.npy,1.0000000000,0.0000000000,0.0000000000,30489
BraTS-MEN-RT-0007-1_slice_079_img.npy,-2.8874566630,-2.8874566630,0.0000000000,21980
BraTS-MEN-RT-0007-1_slice_079_mask.npy,1.0000000000,0.0000000000,0.0000000000,30689
BraTS-MEN-RT-0007-1_slice_080_img.npy,-2.8874566630,-2.8874566630,0.0000000000,22185
BraTS-MEN-RT-0007-1_slice_080_mask.npy,1.0000000000,0.0000000000,0.0000000000,30674
BraTS-MEN-RT-0007-1_slice_081_img.npy,-2.8874566630,-2.8874566630,0.0000000000,22407
BraTS-MEN-RT-0007-1_slice_081_mask.npy,1.0000000000,0.0000000000,0.0000000000,30655
BraTS-MEN-RT-0007-1_slice_082_img.npy,-2.8874566630,-2.8874566630,0.0000000000,22504
BraTS-MEN-RT-0007-1_slice_082_mask.npy,1.0000000000,0.0000000000,0.0000000000,30654
BraTS-MEN-RT-0007-1_slice_083_img.npy,-2.8874566630,-2.8874566630,0.0000000000,22376
BraTS-MEN-RT-0007-1_slice_083_mask.npy,1.0000000000,0.0000000000,0.0000000000,30648
BraTS-MEN-RT-0007-1_slice_084_img.npy,-2.8874566630,-2.8874566630,0.0000000000,22460
BraTS-MEN-RT-0007-1_slice_084_mask.npy,1.0000000000,0.0000000000,0.0000000000,30668
BraTS-MEN-RT-0007-1_slice_085_img.npy,-2.8874566630,-2.8874566630,0.0000000000,22512
BraTS-MEN-RT-0007-1_slice_085_mask.npy,1.0000000000,0.0000000000,0.0000000000,30686
BraTS-MEN-RT-0007-1_slice_086_img.npy,-2.8874566630,-2.8874566630,0.0000000000,22838
BraTS-MEN-RT-0007-1_slice_086_mask.npy,1.0000000000,0.0000000000,0.0000000000,30700
BraTS-MEN-RT-0007-1_slice_093_img.npy,-2.8874566630,-2.8874566630,0.0000000000,24557
BraTS-MEN-RT-0007-1_slice_093_mask.npy,1.0000000000,0.0000000000,0.0000000000,30694
BraTS-MEN-RT-0007-1_slice_094_img.npy,-2.8874566630,-2.8874566630,0.0000000000,24727
BraTS-MEN-RT-0007-1_slice_094_mask.npy,1.0000000000,0.0000000000,0.0000000000,30688
BraTS-MEN-RT-0007-1_slice_095_img.npy,-2.8874566630,-2.8874566630,0.0000000000,25056
BraTS-MEN-RT-0007-1_slice_095_mask.npy,1.0000000000,0.0000000000,0.0000000000,30673
BraTS-MEN-RT-0007-1_slice_096_img.npy,-2.8874566630,-2.8874566630,0.0000000000,25281
BraTS-MEN-RT-0007-1_slice_096_mask.npy,1.0000000000,0.0000000000,0.0000000000,30647
BraTS-MEN-RT-0007-1_slice_097_img.npy,-2.8874566630,-2.8874566630,0.0000000000,25494
BraTS-MEN-RT-0007-1_slice_097_mask.npy,1.0000000000,0.0000000000,0.0000000000,30644
BraTS-MEN-RT-0007-1_slice_098_img.npy,-2.8874566630,-2.8874566630,0.0000000000,25459
BraTS-MEN-RT-0007-1_slice_098_mask.npy,1.0000000000,0.0000000000,0.0000000000,30607
BraTS-MEN-RT-0007-1_slice_099_img.npy,-2.8874566630,-2.8874566630,0.0000000000,25773
BraTS-MEN-RT-0007-1_slice_099_mask.npy,1.0000000000,0.0000000000,0.0000000000,30603
BraTS-MEN-RT-0007-1_slice_100_img.npy,-2.8874566630,-2.8874566630,0.0000000000,26111
BraTS-MEN-RT-0007-1_slice_100_mask.npy,1.0000000000,0.0000000000,0.0000000000,30585
BraTS-MEN-RT-0007-1_slice_101_img.npy,-2.8874566630,-2.8874566630,0.0000000000,26483
BraTS-MEN-RT-0007-1_slice_101_mask.npy,1.0000000000,0.0000000000,0.0000000000,30564
BraTS-MEN-RT-0007-1_slice_102_img.npy,-2.8874566630,-2.8874566630,0.0000000000,26879
BraTS-MEN-RT-0007-1_slice_102_mask.npy,1.0000000000,0.0000000000,0.0000000000,30576
BraTS-MEN-RT-0007-1_slice_103_img.npy,-2.8874566630,-2.8874566630,0.0000000000,27239
BraTS-MEN-RT-0007-1_slice_103_mask.npy,1.0000000000,0.0000000000,0.0000000000,30563
BraTS-MEN-RT-0007-1_slice_104_img.npy,-2.8874566630,-2.8874566630,0.0000000000,27723
BraTS-MEN-RT-0007-1_slice_104_mask.npy,1.0000000000,0.0000000000,0.0000000000,30592
BraTS-MEN-RT-0007-1_slice_105_img.npy,-2.8874566630,-2.8874566630,0.0000000000,28025
BraTS-MEN-RT-0007-1_slice_105_mask.npy,1.0000000000,0.0000000000,0.0000000000,30598
BraTS-MEN-RT-0007-1_slice_106_img.npy,-2.8874566630,-2.8874566630,0.0000000000,28415
BraTS-MEN-RT-0007-1_slice_106_mask.npy,1.0000000000,0.0000000000,0.0000000000,30636
BraTS-MEN-RT-0007-1_slice_107_img.npy,-2.8874566630,-2.8874566630,0.0000000000,28744
BraTS-MEN-RT-0007-1_slice_107_mask.npy,1.0000000000,0.0000000000,0.0000000000,30674
BraTS-MEN-RT-0009-1_slice_031_img.npy,-3.4701136900,-3.4701136900,0.0000000000,25527
BraTS-MEN-RT-0009-1_slice_031_mask.npy,1.0000000000,0.0000000000,0.0000000000,30694
BraTS-MEN-RT-0009-1_slice_032_img.npy,-3.4701136900,-3.4701136900,0.0000000000,24814
BraTS-MEN-RT-0009-1_slice_032_mask.npy,1.0000000000,0.0000000000,0.0000000000,30674
BraTS-MEN-RT-0009-1_slice_033_img.npy,-3.4701136900,-3.4701136900,0.0000000000,24158
BraTS-MEN-RT-0009-1_slice_033_mask.npy,1.0000000000,0.0000000000,0.0000000000,30671
BraTS-MEN-RT-0009-1_slice_034_img.npy,-3.4701136900,-3.4701136900,0.0000000000,23840
BraTS-MEN-RT-0009-1_slice_034_mask.npy,1.0000000000,0.0000000000,0.0000000000,30660
BraTS-MEN-RT-0009-1_slice_035_img.npy,-3.4701136900,-3.4701136900,0.0000000000,23583
BraTS-MEN-RT-0009-1_slice_035_mask.npy,1.0000000000,0.0000000000,0.0000000000,30664
BraTS-MEN-RT-0009-1_slice_036_img.npy,-3.4701136900,-3.4701136900,0.0000000000,23389
BraTS-MEN-RT-0009-1_slice_036_mask.npy,1.0000000000,0.0000000000,0.0000000000,30702
BraTS-MEN-RT-0009-1_slice_037_img.npy,-3.4701136900,-3.4701136900,0.0000000000,23169
BraTS-MEN-RT-0009-1_slice_037_mask.npy,1.0000000000,0.0000000000,0.0000000000,30704
BraTS-MEN-RT-0015-1_slice_100_img.npy,-2.8768716639,-2.8768716639,0.0000000000,20463
BraTS-MEN-RT-0015-1_slice_100_mask.npy,1.0000000000,0.0000000000,0.0000000000,30691
BraTS-MEN-RT-0015-1_slice_101_img.npy,-2.8768716639,-2.8768716639,0.0000000000,20226
BraTS-MEN-RT-0015-1_slice_101_mask.npy,1.0000000000,0.0000000000,0.0000000000,30593
BraTS-MEN-RT-0015-1_slice_102_img.npy,-2.8768716639,-2.8768716639,0.0000000000,19705
BraTS-MEN-RT-0015-1_slice_102_mask.npy,1.0000000000,0.0000000000,0.0000000000,30529
BraTS-MEN-RT-0015-1_slice_103_img.npy,-2.8768716639,-2.8768716639,0.0000000000,19200
BraTS-MEN-RT-0015-1_slice_103_mask.npy,1.0000000000,0.0000000000,0.0000000000,30536
BraTS-MEN-RT-0015-1_slice_104_img.npy,-2.8768716639,-2.8768716639,0.0000000000,18538
BraTS-MEN-RT-0015-1_slice_104_mask.npy,1.0000000000,0.0000000000,0.0000000000,30598
