patient_id,phase,x_min,x_max,y_min,y_max
BraTS-MEN-RT-0046-1,train,63,200,46,213
BraTS-MEN-RT-0048-1,train,65,198,51,203
BraTS-MEN-RT-0051-1,train,65,193,43,218
BraTS-MEN-RT-0052-1,train,71,199,30,204
BraTS-MEN-RT-0054-1,train,66,210,53,218
BraTS-MEN-RT-0055-1,train,63,199,27,210
BraTS-MEN-RT-0056-1,train,65,195,43,206
BraTS-MEN-RT-0057-1,train,118,251,111,281
BraTS-MEN-RT-0058-1,train,55,188,15,180
BraTS-MEN-RT-0059-1,train,61,189,34,202
BraTS-MEN-RT-0060-1,train,62,202,53,207
BraTS-MEN-RT-0062-1,train,55,178,17,186
BraTS-MEN-RT-0063-1,train,60,193,30,198
BraTS-MEN-RT-0064-1,train,59,195,32,193
BraTS-MEN-RT-0065-1,train,60,196,26,206
BraTS-MEN-RT-0066-1,train,61,197,55,214
BraTS-MEN-RT-0067-1,train,56,194,44,200
BraTS-MEN-RT-0069-1,train,67,194,35,204
BraTS-MEN-RT-0070-1,train,66,193,40,201
BraTS-MEN-RT-0071-1,train,73,204,36,183
BraTS-MEN-RT-0072-1,train,63,195,30,202
BraTS-MEN-RT-0073-1,train,59,198,29,205
BraTS-MEN-RT-0074-1,train,60,191,42,207
BraTS-MEN-RT-0076-1,train,63,187,43,194
BraTS-MEN-RT-0077-1,train,122,257,88,254
BraTS-MEN-RT-0078-1,train,61,192,31,192
BraTS-MEN-RT-0079-1,train,60,196,23,177
BraTS-MEN-RT-0080-1,train,84,204,56,220
BraTS-MEN-RT-0081-1,train,61,194,31,207
BraTS-MEN-RT-0082-1,train,130,257,92,248
BraTS-MEN-RT-0084-1,train,66,197,35,204
BraTS-MEN-RT-0085-1,train,49,181,45,207
BraTS-MEN-RT-0088-1,train,53,201,39,204
BraTS-MEN-RT-0089-1,train,57,182,54,198
BraTS-MEN-RT-0091-1,train,59,196,47,206
BraTS-MEN-RT-0093-1,train,63,202,45,205
BraTS-MEN-RT-0094-1,train,125,259,81,248
BraTS-MEN-RT-0097-1,train,60,191,38,217
BraTS-MEN-RT-0099-1,train,63,190,28,187
BraTS-MEN-RT-0101-1,train,49,187,20,185
BraTS-MEN-RT-0102-1,train,59,193,30,195
BraTS-MEN-RT-0103-1,train,57,196,34,214
BraTS-MEN-RT-0104-1,train,65,191,31,192
BraTS-MEN-RT-0105-1,train,124,257,77,255
BraTS-MEN-RT-0106-1,train,57,196,43,215
BraTS-MEN-RT-0107-1,train,57,193,48,209
BraTS-MEN-RT-0110-1,train,39,178,21,184
BraTS-MEN-RT-0112-1,train,58,198,29,204
BraTS-MEN-RT-0113-1,train,68,199,43,206
BraTS-MEN-RT-0114-1,train,67,196,42,207
BraTS-MEN-RT-0116-1,train,55,188,36,197
BraTS-MEN-RT-0117-1,train,48,186,33,200
BraTS-MEN-RT-0119-1,train,49,201,28,194
BraTS-MEN-RT-0120-1,train,68,202,45,200
BraTS-MEN-RT-0122-1,train,70,196,33,198
BraTS-MEN-RT-0124-1,train,51,189,27,188
BraTS-MEN-RT-0125-1,train,59,197,40,205
BraTS-MEN-RT-0126-1,train,64,202,40,197
BraTS-MEN-RT-0127-1,train,54,189,29,203
BraTS-MEN-RT-0128-1,train,64,195,47,216
BraTS-MEN-RT-0129-1,train,56,187,43,194
BraTS-MEN-RT-0130-1,train,66,193,46,209
BraTS-MEN-RT-0131-1,train,67,195,52,210
BraTS-MEN-RT-0132-1,train,63,192,32,197
BraTS-MEN-RT-0134-1,train,69,192,31,201
BraTS-MEN-RT-0136-1,train,67,198,54,211
BraTS-MEN-RT-0137-1,train,128,254,99,265
BraTS-MEN-RT-0140-1,train,59,186,30,194
BraTS-MEN-RT-0141-1,train,61,201,41,212
BraTS-MEN-RT-0142-1,train,125,250,114,271
BraTS-MEN-RT-0143-1,train,62,193,33,202
BraTS-MEN-RT-0144-1,train,66,192,46,201
BraTS-MEN-RT-0146-1,train,66,198,39,209
BraTS-MEN-RT-0147-1,train,60,187,18,185
BraTS-MEN-RT-0148-1,train,16,153,41,203
BraTS-MEN-RT-0149-1,train,65,197,35,207
BraTS-MEN-RT-0150-1,train,61,195,33,203
BraTS-MEN-RT-0151-1,train,60,188,39,195
BraTS-MEN-RT-0153-1,train,121,256,94,271
BraTS-MEN-RT-0154-1,train,67,203,48,213
BraTS-MEN-RT-0155-1,train,58,194,24,205
BraTS-MEN-RT-0156-1,train,57,199,27,206
BraTS-MEN-RT-0157-1,train,57,195,42,196
BraTS-MEN-RT-0158-1,train,44,180,14,174
BraTS-MEN-RT-0159-1,train,60,189,27,173
BraTS-MEN-RT-0160-1,train,125,248,101,272
BraTS-MEN-RT-0161-1,train,29,159,28,194
BraTS-MEN-RT-0166-1,train,55,181,15,187
BraTS-MEN-RT-0167-1,train,119,257,83,253
BraTS-MEN-RT-0168-1,train,67,200,38,206
BraTS-MEN-RT-0171-1,train,64,201,20,200
BraTS-MEN-RT-0173-1,train,52,180,30,190
BraTS-MEN-RT-0174-1,train,124,268,88,252
BraTS-MEN-RT-0175-1,train,120,258,90,267
BraTS-MEN-RT-0176-1,train,69,193,44,207
BraTS-MEN-RT-0177-1,train,63,196,34,206
BraTS-MEN-RT-0178-1,train,125,254,106,271
BraTS-MEN-RT-0179-1,train,65,194,49,204
BraTS-MEN-RT-0180-1,train,65,194,32,187
BraTS-MEN-RT-0181-1,train,54,188,30,190
BraTS-MEN-RT-0184-1,train,67,194,31,186
BraTS-MEN-RT-0185-1,train,53,185,17,198
BraTS-MEN-RT-0188-1,train,54,190,16,202
BraTS-MEN-RT-0189-1,train,60,193,41,192
BraTS-MEN-RT-0190-1,train,62,199,18,207
BraTS-MEN-RT-0191-1,train,60,195,45,206
BraTS-MEN-RT-0192-1,train,67,204,42,201
BraTS-MEN-RT-0193-1,train,123,263,83,246
BraTS-MEN-RT-0196-1,train,62,197,39,200
BraTS-MEN-RT-0197-1,train,65,196,34,196
BraTS-MEN-RT-0198-1,train,63,191,40,208
BraTS-MEN-RT-0199-1,train,67,198,38,202
BraTS-MEN-RT-0200-1,train,66,201,43,191
BraTS-MEN-RT-0202-1,train,119,260,82,245
BraTS-MEN-RT-0203-1,train,31,167,12,178
BraTS-MEN-RT-0206-1,train,60,202,30,203
BraTS-MEN-RT-0208-1,train,47,181,19,173
BraTS-MEN-RT-0209-1,train,69,199,22,209
BraTS-MEN-RT-0210-1,train,63,195,46,189
BraTS-MEN-RT-0211-1,train,69,201,43,209
BraTS-MEN-RT-0212-1,train,57,180,30,184
BraTS-MEN-RT-0215-1,train,60,189,39,204
BraTS-MEN-RT-0216-1,train,62,191,23,187
BraTS-MEN-RT-0217-1,train,69,210,45,218
BraTS-MEN-RT-0220-1,train,61,195,49,202
BraTS-MEN-RT-0221-1,train,60,200,51,219
BraTS-MEN-RT-0222-1,train,62,200,56,205
BraTS-MEN-RT-0223-1,train,64,195,36,192
BraTS-MEN-RT-0224-1,train,62,197,45,204
BraTS-MEN-RT-0225-1,train,62,198,48,209
BraTS-MEN-RT-0226-1,train,58,191,24,164
BraTS-MEN-RT-0227-1,train,69,197,47,212
BraTS-MEN-RT-0229-1,train,58,200,41,209
BraTS-MEN-RT-0230-1,train,120,259,105,279
BraTS-MEN-RT-0232-1,train,121,251,90,236
BraTS-MEN-RT-0234-1,train,69,196,37,204
BraTS-MEN-RT-0235-1,train,52,184,27,198
BraTS-MEN-RT-0236-1,train,61,198,29,190
BraTS-MEN-RT-0241-1,train,69,200,44,194
BraTS-MEN-RT-0247-1,train,60,193,25,187
BraTS-MEN-RT-0249-1,train,46,194,17,181
BraTS-MEN-RT-0250-1,train,61,195,30,194
BraTS-MEN-RT-0251-1,train,65,192,40,193
BraTS-MEN-RT-0252-1,train,68,193,49,218
BraTS-MEN-RT-0255-1,train,63,190,50,199
BraTS-MEN-RT-0257-1,train,130,258,85,251
BraTS-MEN-RT-0258-1,train,71,203,53,213
BraTS-MEN-RT-0260-1,train,64,210,20,192
BraTS-MEN-RT-0263-1,train,63,191,36,198
BraTS-MEN-RT-0268-1,train,52,190,35,208
BraTS-MEN-RT-0270-1,train,121,257,113,287
BraTS-MEN-RT-0271-1,train,51,181,17,183
BraTS-MEN-RT-0273-1,train,63,209,36,209
BraTS-MEN-RT-0274-1,train,60,186,20,194
BraTS-MEN-RT-0275-1,train,57,192,37,196
BraTS-MEN-RT-0279-1,train,71,195,39,204
BraTS-MEN-RT-0280-1,train,49,191,38,206
BraTS-MEN-RT-0281-1,train,58,199,40,192
BraTS-MEN-RT-0282-1,train,56,197,17,193
BraTS-MEN-RT-0283-1,train,54,179,34,189
BraTS-MEN-RT-0284-1,train,54,198,42,203
BraTS-MEN-RT-0286-1,train,72,201,37,207
BraTS-MEN-RT-0289-1,train,60,194,38,195
BraTS-MEN-RT-0290-1,train,55,184,30,194
BraTS-MEN-RT-0294-1,train,49,184,20,188
BraTS-MEN-RT-0295-1,train,54,183,23,180
BraTS-MEN-RT-0297-1,train,60,198,41,196
BraTS-MEN-RT-0298-1,train,128,255,121,292
BraTS-MEN-RT-0299-1,train,56,182,24,188
BraTS-MEN-RT-0300-1,train,63,199,36,211
BraTS-MEN-RT-0301-1,train,62,194,29,197
BraTS-MEN-RT-0302-1,train,66,203,43,221
BraTS-MEN-RT-0303-1,train,134,268,100,263
BraTS-MEN-RT-0305-1,train,65,189,41,201
BraTS-MEN-RT-0306-1,train,70,194,42,212
BraTS-MEN-RT-0309-1,train,71,195,40,199
BraTS-MEN-RT-0310-1,train,60,195,51,203
BraTS-MEN-RT-0311-1,train,59,191,28,175
BraTS-MEN-RT-0312-1,train,52,182,47,195
BraTS-MEN-RT-0313-1,train,55,200,30,206
BraTS-MEN-RT-0314-1,train,54,201,30,196
BraTS-MEN-RT-0315-1,train,54,203,37,221
BraTS-MEN-RT-0316-1,train,60,196,29,209
BraTS-MEN-RT-0317-1,train,59,199,41,207
BraTS-MEN-RT-0318-1,train,59,192,51,215
BraTS-MEN-RT-0319-1,train,59,192,26,189
BraTS-MEN-RT-0321-1,train,127,250,113,286
BraTS-MEN-RT-0322-1,train,50,188,30,196
BraTS-MEN-RT-0325-1,train,63,200,23,187
BraTS-MEN-RT-0326-1,train,44,189,19,185
BraTS-MEN-RT-0330-1,train,50,191,15,183
BraTS-MEN-RT-0332-1,train,62,196,44,189
BraTS-MEN-RT-0335-1,train,56,189,41,199
BraTS-MEN-RT-0336-1,train,62,194,43,199
BraTS-MEN-RT-0338-1,train,61,195,54,205
BraTS-MEN-RT-0339-1,train,52,199,36,207
BraTS-MEN-RT-0340-1,train,60,189,27,185
BraTS-MEN-RT-0342-1,train,53,189,15,185
BraTS-MEN-RT-0344-1,train,63,206,43,214
BraTS-MEN-RT-0347-1,train,119,257,82,245
BraTS-MEN-RT-0350-1,train,54,197,33,207
BraTS-MEN-RT-0351-1,train,59,190,48,209
BraTS-MEN-RT-0354-1,train,57,188,28,205
BraTS-MEN-RT-0355-1,train,56,199,29,187
BraTS-MEN-RT-0356-1,train,58,199,41,216
BraTS-MEN-RT-0358-1,train,63,195,39,204
BraTS-MEN-RT-0360-1,train,59,185,41,205
BraTS-MEN-RT-0361-1,train,66,198,35,200
BraTS-MEN-RT-0363-1,train,60,194,27,194
BraTS-MEN-RT-0365-1,train,65,193,40,207
BraTS-MEN-RT-0369-1,train,69,201,52,220
BraTS-MEN-RT-0370-1,train,46,191,22,175
BraTS-MEN-RT-0372-1,train,59,191,31,207
BraTS-MEN-RT-0373-1,train,65,193,43,205
BraTS-MEN-RT-0374-1,train,71,203,53,213
BraTS-MEN-RT-0375-1,train,64,208,36,207
BraTS-MEN-RT-0377-1,train,60,197,29,217
BraTS-MEN-RT-0378-1,train,58,187,50,206
BraTS-MEN-RT-0380-1,train,73,193,44,197
BraTS-MEN-RT-0382-1,train,55,186,22,193
BraTS-MEN-RT-0383-1,train,55,193,30,205
BraTS-MEN-RT-0384-1,train,62,191,36,207
BraTS-MEN-RT-0387-1,train,69,208,52,221
BraTS-MEN-RT-0388-1,train,62,190,34,182
BraTS-MEN-RT-0390-1,train,61,197,23,191
BraTS-MEN-RT-0391-1,train,50,181,25,183
BraTS-MEN-RT-0392-1,train,58,183,14,182
BraTS-MEN-RT-0393-1,train,62,195,16,177
BraTS-MEN-RT-0394-1,train,51,186,14,177
BraTS-MEN-RT-0395-1,train,130,257,91,254
BraTS-MEN-RT-0397-1,train,71,192,42,198
BraTS-MEN-RT-0400-1,train,58,196,27,186
BraTS-MEN-RT-0401-1,train,56,193,33,199
BraTS-MEN-RT-0402-1,train,59,183,16,183
BraTS-MEN-RT-0405-1,train,46,194,18,187
BraTS-MEN-RT-0406-1,train,60,196,50,209
BraTS-MEN-RT-0409-1,train,43,186,14,176
BraTS-MEN-RT-0410-1,train,66,193,26,184
BraTS-MEN-RT-0411-1,train,62,195,40,199
BraTS-MEN-RT-0412-1,train,65,197,20,193
BraTS-MEN-RT-0413-1,train,56,186,32,189
BraTS-MEN-RT-0414-1,train,53,191,47,210
BraTS-MEN-RT-0415-1,train,70,199,47,211
BraTS-MEN-RT-0418-1,train,62,190,41,200
BraTS-MEN-RT-0419-1,train,64,197,40,204
BraTS-MEN-RT-0420-1,train,60,190,20,170
BraTS-MEN-RT-0421-1,train,59,185,39,190
BraTS-MEN-RT-0422-1,train,50,192,18,216
BraTS-MEN-RT-0423-1,train,71,212,40,221
BraTS-MEN-RT-0424-1,train,125,250,88,245
BraTS-MEN-RT-0425-1,train,61,200,50,204
BraTS-MEN-RT-0426-1,train,130,254,89,247
BraTS-MEN-RT-0429-1,train,68,201,49,216
BraTS-MEN-RT-0430-1,train,129,260,88,257
BraTS-MEN-RT-0431-1,train,56,190,43,199
BraTS-MEN-RT-0433-1,train,60,191,43,200
BraTS-MEN-RT-0434-1,train,67,199,45,195
BraTS-MEN-RT-0436-1,train,59,198,29,211
BraTS-MEN-RT-0438-1,train,57,199,28,193
BraTS-MEN-RT-0439-1,train,70,208,46,220
BraTS-MEN-RT-0441-1,train,51,174,41,206
BraTS-MEN-RT-0442-1,train,57,201,33,195
BraTS-MEN-RT-0443-1,train,122,258,88,254
BraTS-MEN-RT-0445-1,train,62,203,35,203
BraTS-MEN-RT-0447-1,train,65,189,46,202
BraTS-MEN-RT-0448-1,train,67,194,25,180
BraTS-MEN-RT-0449-1,train,65,206,41,211
BraTS-MEN-RT-0450-1,train,64,197,39,210
BraTS-MEN-RT-0451-1,train,65,197,39,187
BraTS-MEN-RT-0452-1,train,49,177,17,188
BraTS-MEN-RT-0453-1,train,62,192,35,208
BraTS-MEN-RT-0454-1,train,60,192,39,203
BraTS-MEN-RT-0455-1,train,46,174,50,202
BraTS-MEN-RT-0456-1,train,65,190,28,196
BraTS-MEN-RT-0457-1,train,58,189,61,212
BraTS-MEN-RT-0458-1,train,50,184,14,179
BraTS-MEN-RT-0459-1,train,69,200,35,193
BraTS-MEN-RT-0460-1,train,48,185,12,168
BraTS-MEN-RT-0462-1,train,61,202,54,208
BraTS-MEN-RT-0463-1,train,65,195,37,203
BraTS-MEN-RT-0465-1,train,62,191,43,212
BraTS-MEN-RT-0467-1,train,65,200,45,207
BraTS-MEN-RT-0468-1,train,59,189,23,199
BraTS-MEN-RT-0469-1,train,17,151,42,217
BraTS-MEN-RT-0470-1,train,49,186,14,182
BraTS-MEN-RT-0471-1,train,57,190,43,200
BraTS-MEN-RT-0473-1,train,60,199,52,222
BraTS-MEN-RT-0475-1,train,67,196,54,208
BraTS-MEN-RT-0478-1,train,111,253,87,259
BraTS-MEN-RT-0479-1,train,16,145,25,198
BraTS-MEN-RT-0481-1,train,65,197,34,195
BraTS-MEN-RT-0482-1,train,57,190,37,186
BraTS-MEN-RT-0483-1,train,63,189,38,201
BraTS-MEN-RT-0484-1,train,58,196,30,189
BraTS-MEN-RT-0485-1,train,55,195,14,194
BraTS-MEN-RT-0488-1,train,69,202,48,209
BraTS-MEN-RT-0489-1,train,52,187,21,170
BraTS-MEN-RT-0490-1,train,63,193,27,193
BraTS-MEN-RT-0491-1,train,59,196,44,203
BraTS-MEN-RT-0493-1,train,62,195,46,198
BraTS-MEN-RT-0497-1,train,56,191,33,202
BraTS-MEN-RT-0498-1,train,65,195,25,189
BraTS-MEN-RT-0500-1,train,75,202,59,216
BraTS-MEN-RT-0503-1,train,55,195,31,190
BraTS-MEN-RT-0505-1,train,53,201,55,212
BraTS-MEN-RT-0506-1,train,63,200,31,196
BraTS-MEN-RT-0507-1,train,63,197,34,204
BraTS-MEN-RT-0508-1,train,66,199,29,193
BraTS-MEN-RT-0509-1,train,55,184,47,208
BraTS-MEN-RT-0510-1,train,74,205,53,210
BraTS-MEN-RT-0513-1,train,120,269,122,268
BraTS-MEN-RT-0516-1,train,57,189,39,208
BraTS-MEN-RT-0517-1,train,66,197,44,218
BraTS-MEN-RT-0520-1,train,128,245,121,294
BraTS-MEN-RT-0522-1,train,126,254,92,257
BraTS-MEN-RT-0524-1,train,69,202,36,201
BraTS-MEN-RT-0526-1,train,66,197,49,199
BraTS-MEN-RT-0531-1,train,65,192,23,177
BraTS-MEN-RT-0533-1,train,68,207,28,208
BraTS-MEN-RT-0534-1,train,58,186,36,208
BraTS-MEN-RT-0536-1,train,53,192,13,174
BraTS-MEN-RT-0537-1,train,126,256,88,260
BraTS-MEN-RT-0542-1,train,66,189,23,183
BraTS-MEN-RT-0543-1,train,63,196,39,200
BraTS-MEN-RT-0544-1,train,69,192,39,198
BraTS-MEN-RT-0545-1,train,60,198,28,195
BraTS-MEN-RT-0546-1,train,57,177,18,183
BraTS-MEN-RT-0547-1,train,56,189,29,193
BraTS-MEN-RT-0548-1,train,60,199,22,191
BraTS-MEN-RT-0549-1,train,68,198,60,233
BraTS-MEN-RT-0550-1,train,61,192,36,200
BraTS-MEN-RT-0551-1,train,51,183,19,170
BraTS-MEN-RT-0554-1,train,60,200,22,179
BraTS-MEN-RT-0555-1,train,66,197,32,203
BraTS-MEN-RT-0557-1,train,65,200,49,214
BraTS-MEN-RT-0558-1,train,64,196,33,200
BraTS-MEN-RT-0559-1,train,124,254,118,283
BraTS-MEN-RT-0560-1,train,53,182,15,183
BraTS-MEN-RT-0561-1,train,59,199,62,211
BraTS-MEN-RT-0562-1,train,52,186,44,219
BraTS-MEN-RT-0564-1,train,65,189,45,200
BraTS-MEN-RT-0565-1,train,76,207,48,218
BraTS-MEN-RT-0566-1,train,65,197,43,198
BraTS-MEN-RT-0567-1,train,65,194,55,215
BraTS-MEN-RT-0569-1,train,63,203,52,211
BraTS-MEN-RT-0570-1,train,63,194,45,211
BraTS-MEN-RT-0573-1,train,62,196,27,198
BraTS-MEN-RT-0574-1,train,51,196,41,212
BraTS-MEN-RT-0578-1,train,59,192,47,197
BraTS-MEN-RT-0579-1,train,69,209,56,218
BraTS-MEN-RT-0580-1,train,128,254,105,267
BraTS-MEN-RT-0582-1,train,59,199,19,195
BraTS-MEN-RT-0583-1,train,64,197,25,185
BraTS-MEN-RT-0584-1,train,49,184,16,193
BraTS-MEN-RT-0586-1,train,126,255,105,260
BraTS-MEN-RT-0587-1,train,61,194,33,211
BraTS-MEN-RT-0588-1,train,60,201,33,209
BraTS-MEN-RT-0589-1,train,67,194,23,183
BraTS-MEN-RT-0591-1,train,63,187,37,199
BraTS-MEN-RT-0593-1,train,59,192,34,194
BraTS-MEN-RT-0596-1,train,57,197,42,214
BraTS-MEN-RT-0598-1,train,65,191,35,197
BraTS-MEN-RT-0599-1,train,129,255,86,258
BraTS-MEN-RT-0600-1,train,67,202,32,209
BraTS-MEN-RT-0601-1,train,71,202,33,199
BraTS-MEN-RT-0603-1,train,69,192,31,201
BraTS-MEN-RT-0605-1,train,63,180,42,204
BraTS-MEN-RT-0607-1,train,61,186,39,200
BraTS-MEN-RT-0608-1,train,72,214,42,215
BraTS-MEN-RT-0609-1,train,59,192,35,205
BraTS-MEN-RT-0611-1,train,58,177,23,185
BraTS-MEN-RT-0612-1,train,67,192,48,207
BraTS-MEN-RT-0614-1,train,66,195,40,193
BraTS-MEN-RT-0615-1,train,58,200,41,209
BraTS-MEN-RT-0616-1,train,53,190,52,218
BraTS-MEN-RT-0617-1,train,53,190,22,188
BraTS-MEN-RT-0618-1,train,62,195,25,204
BraTS-MEN-RT-0619-1,train,65,195,25,190
BraTS-MEN-RT-0620-1,train,63,196,36,204
BraTS-MEN-RT-0623-1,train,68,201,41,216
BraTS-MEN-RT-0625-1,train,64,202,22,200
BraTS-MEN-RT-0028-1,val,64,201,49,208
BraTS-MEN-RT-0090-1,val,57,189,19,198
BraTS-MEN-RT-0100-1,val,122,256,114,288
BraTS-MEN-RT-0135-1,val,60,194,30,197
BraTS-MEN-RT-0152-1,val,59,181,22,181
BraTS-MEN-RT-0170-1,val,59,188,30,192
BraTS-MEN-RT-0172-1,val,70,194,36,203
BraTS-MEN-RT-0186-1,val,61,202,31,205
BraTS-MEN-RT-0187-1,val,61,199,20,197
BraTS-MEN-RT-0194-1,val,67,193,31,200
BraTS-MEN-RT-0195-1,val,61,198,41,204
BraTS-MEN-RT-0231-1,val,56,185,30,195
BraTS-MEN-RT-0242-1,val,53,199,46,219
BraTS-MEN-RT-0245-1,val,65,198,58,212
BraTS-MEN-RT-0254-1,val,66,198,35,204
BraTS-MEN-RT-0261-1,val,51,190,15,185
BraTS-MEN-RT-0267-1,val,71,198,50,216
BraTS-MEN-RT-0291-1,val,58,194,39,198
BraTS-MEN-RT-0296-1,val,122,262,85,270
BraTS-MEN-RT-0334-1,val,58,200,54,210
BraTS-MEN-RT-0337-1,val,54,191,19,187
BraTS-MEN-RT-0343-1,val,67,196,44,200
BraTS-MEN-RT-0348-1,val,69,198,35,199
BraTS-MEN-RT-0364-1,val,46,173,16,160
BraTS-MEN-RT-0376-1,val,66,192,25,194
BraTS-MEN-RT-0396-1,val,60,193,41,200
BraTS-MEN-RT-0404-1,val,66,194,40,214
BraTS-MEN-RT-0417-1,val,62,203,14,184
BraTS-MEN-RT-0428-1,val,52,183,15,187
BraTS-MEN-RT-0435-1,val,57,196,39,202
BraTS-MEN-RT-0440-1,val,51,196,44,209
BraTS-MEN-RT-0444-1,val,65,184,46,204
BraTS-MEN-RT-0464-1,val,65,197,50,206
BraTS-MEN-RT-0476-1,val,64,204,24,195
BraTS-MEN-RT-0486-1,val,65,194,34,205
BraTS-MEN-RT-0495-1,val,49,180,21,179
BraTS-MEN-RT-0519-1,val,68,197,31,187
BraTS-MEN-RT-0525-1,val,66,205,50,210
BraTS-MEN-RT-0528-1,val,64,198,30,198
BraTS-MEN-RT-0532-1,val,61,188,23,187
BraTS-MEN-RT-0539-1,val,122,255,94,247
BraTS-MEN-RT-0553-1,val,56,189,20,182
BraTS-MEN-RT-0572-1,val,50,177,16,176
BraTS-MEN-RT-0594-1,val,48,187,39,200
BraTS-MEN-RT-0621-1,val,82,206,53,203
