filename,image_file,type,voxel_count,original_voxel_count,removed_ratio
BraTS-MEN-RT-0390-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0390-1_t1c.nii.gz,GTV,6583,4360,-0.5098623853211008
BraTS-MEN-RT-0110-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0110-1_t1c.nii.gz,BET,1500301,13543774,0.8892257800521479
BraTS-MEN-RT-0411-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0411-1_t1c.nii.gz,BET,1269735,886185,-0.43281030484605365
BraTS-MEN-RT-0326-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0326-1_t1c.nii.gz,GTV,44087,50151,0.12091483719168117
BraTS-MEN-RT-0225-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0225-1_t1c.nii.gz,GTV,21920,10457,-1.0962035000478147
BraTS-MEN-RT-0418-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0418-1_t1c.nii.gz,GTV,7282,7275,-0.0009621993127146844
BraTS-MEN-RT-0177-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0177-1_t1c.nii.gz,GTV,51889,32996,-0.5725845557037217
BraTS-MEN-RT-0119-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0119-1_t1c.nii.gz,GTV,92119,59774,-0.5411215578679693
BraTS-MEN-RT-0596-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0596-1_t1c.nii.gz,BET,1157115,1157115,0.0
BraTS-MEN-RT-0520-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0520-1_t1c.nii.gz,BET,1168313,2125459,0.450324376993393
BraTS-MEN-RT-0097-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0097-1_t1c.nii.gz,BET,1459295,4045800,0.6393061940778091
BraTS-MEN-RT-0373-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0373-1_t1c.nii.gz,BET,1413675,911378,-0.551140141631683
BraTS-MEN-RT-0217-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0217-1_t1c.nii.gz,GTV,5080,5899,0.1388370910323784
BraTS-MEN-RT-0279-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0279-1_t1c.nii.gz,GTV,1342,643,-1.0870917573872472
BraTS-MEN-RT-0423-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0423-1_t1c.nii.gz,BET,1563687,11503282,0.8640660117695107
BraTS-MEN-RT-0270-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0270-1_t1c.nii.gz,BET,1630955,2960360,0.4490686943479847
BraTS-MEN-RT-0314-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0314-1_t1c.nii.gz,GTV,33316,21322,-0.5625175874683426
BraTS-MEN-RT-0547-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0547-1_t1c.nii.gz,GTV,3590,3590,0.0
BraTS-MEN-RT-0615-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0615-1_t1c.nii.gz,GTV,14176,9062,-0.564334583977047
BraTS-MEN-RT-0046-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0046-1_t1c.nii.gz,GTV,4521,2860,-0.5807692307692307
BraTS-MEN-RT-0122-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0122-1_t1c.nii.gz,BET,1307829,8723946,0.8500874489594502
BraTS-MEN-RT-0589-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0589-1_t1c.nii.gz,GTV,4620,4620,0.0
BraTS-MEN-RT-0483-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0483-1_t1c.nii.gz,BET,1381287,3829622,0.6393150551151001
BraTS-MEN-RT-0134-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0134-1_t1c.nii.gz,BET,1179374,7870702,0.8501564409375428
BraTS-MEN-RT-0603-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0603-1_t1c.nii.gz,GTV,429,3055,0.8595744680851064
BraTS-MEN-RT-0088-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0088-1_t1c.nii.gz,GTV,3962,26432,0.8501059322033898
BraTS-MEN-RT-0208-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0208-1_t1c.nii.gz,BET,1300856,1611483,0.19275847154453385
BraTS-MEN-RT-0302-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0302-1_t1c.nii.gz,GTV,8391,11818,0.2899813843289897
BraTS-MEN-RT-0551-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0551-1_t1c.nii.gz,GTV,5591,6247,0.10501040499439729
BraTS-MEN-RT-0558-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0558-1_t1c.nii.gz,BET,1234614,1638846,0.24665648877319768
BraTS-MEN-RT-0452-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0452-1_t1c.nii.gz,GTV,8167,7325,-0.11494880546075081
BraTS-MEN-RT-0081-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0081-1_t1c.nii.gz,BET,1598022,1032303,-0.5480164254099813
BraTS-MEN-RT-0536-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0536-1_t1c.nii.gz,BET,1323391,1505001,0.12067101616543774
BraTS-MEN-RT-0365-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0365-1_t1c.nii.gz,BET,1368509,882392,-0.5509082131297653
BraTS-MEN-RT-0059-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0059-1_t1c.nii.gz,BET,1231144,8093232,0.8478798087093018
BraTS-MEN-RT-0580-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0580-1_t1c.nii.gz,BET,1250409,2269956,0.44914835353636806
BraTS-MEN-RT-0037-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0037-1_t1c.nii.gz,BET,1414993,913916,-0.5482746773226423
BraTS-MEN-RT-0153-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0153-1_t1c.nii.gz,GTV,1020,1815,0.4380165289256198
BraTS-MEN-RT-0391-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0391-1_t1c.nii.gz,BET,1216893,1752353,0.3055662871578957
BraTS-MEN-RT-0410-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0410-1_t1c.nii.gz,GTV,93569,60000,-0.5594833333333333
BraTS-MEN-RT-0574-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0574-1_t1c.nii.gz,BET,1550402,2441940,0.36509414645732496
BraTS-MEN-RT-0419-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0419-1_t1c.nii.gz,BET,1319930,638850,-1.0661031541050323
BraTS-MEN-RT-0513-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0513-1_t1c.nii.gz,GTV,3470,6431,0.46042606126574404
BraTS-MEN-RT-0340-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0340-1_t1c.nii.gz,GTV,8150,32616,0.7501226391954869
BraTS-MEN-RT-0224-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0224-1_t1c.nii.gz,BET,1248487,8638555,0.8554750186807863
BraTS-MEN-RT-0176-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0176-1_t1c.nii.gz,BET,1255838,606479,-1.0707031900527473
BraTS-MEN-RT-0004-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0004-1_t1c.nii.gz,GTV,9057,32785,0.723745615372884
BraTS-MEN-RT-0284-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0284-1_t1c.nii.gz,BET,1569156,1012866,-0.5492236880298085
BraTS-MEN-RT-0160-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0160-1_t1c.nii.gz,BET,1339319,2431859,0.449261244175752
BraTS-MEN-RT-0232-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0232-1_t1c.nii.gz,BET,1188530,2157635,0.44915150152829375
BraTS-MEN-RT-0505-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0505-1_t1c.nii.gz,GTV,109,319,0.658307210031348
BraTS-MEN-RT-0356-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0356-1_t1c.nii.gz,GTV,196346,127261,-0.5428607350248702
BraTS-MEN-RT-0338-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0338-1_t1c.nii.gz,GTV,2067,6093,0.6607582471688823
BraTS-MEN-RT-0562-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0562-1_t1c.nii.gz,BET,1550473,1072384,-0.445818848472189
BraTS-MEN-RT-0406-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0406-1_t1c.nii.gz,GTV,16273,10382,-0.567424388364477
BraTS-MEN-RT-0255-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0255-1_t1c.nii.gz,GTV,2539,9715,0.7386515697375193
BraTS-MEN-RT-0468-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0468-1_t1c.nii.gz,GTV,1285,3637,0.6466868298047841
BraTS-MEN-RT-0107-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0107-1_t1c.nii.gz,GTV,76070,48959,-0.5537490553320126
BraTS-MEN-RT-0387-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0387-1_t1c.nii.gz,BET,1507777,1593031,0.0535168493268493
BraTS-MEN-RT-0063-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0063-1_t1c.nii.gz,BET,1549910,999939,-0.550004550277567
BraTS-MEN-RT-0462-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0462-1_t1c.nii.gz,GTV,734,367,-1.0
BraTS-MEN-RT-0506-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0506-1_t1c.nii.gz,BET,1355982,940256,-0.44214128918081874
BraTS-MEN-RT-0355-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0355-1_t1c.nii.gz,BET,1440040,932649,-0.5440321063980125
BraTS-MEN-RT-0007-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0007-1_t1c.nii.gz,BET,1262296,875646,-0.44155971705460884
BraTS-MEN-RT-0069-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0069-1_t1c.nii.gz,BET,1220423,8029588,0.8480092627417497
BraTS-MEN-RT-0104-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0104-1_t1c.nii.gz,BET,1316434,854522,-0.5405501555255452
BraTS-MEN-RT-0384-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0384-1_t1c.nii.gz,GTV,2437,17404,0.8599747184555275
BraTS-MEN-RT-0060-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0060-1_t1c.nii.gz,GTV,35945,22350,-0.6082774049217001
BraTS-MEN-RT-0332-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0332-1_t1c.nii.gz,GTV,2448,20614,0.881245755311924
BraTS-MEN-RT-0561-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0561-1_t1c.nii.gz,GTV,7262,8274,0.12231085327532032
BraTS-MEN-RT-0405-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0405-1_t1c.nii.gz,BET,1631001,1855466,0.12097500035031628
BraTS-MEN-RT-0413-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0413-1_t1c.nii.gz,BET,1167600,4440217,0.7370398789068192
BraTS-MEN-RT-0018-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0018-1_t1c.nii.gz,GTV,4144,2592,-0.5987654320987654
BraTS-MEN-RT-0298-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0298-1_t1c.nii.gz,BET,1409069,2589712,0.4558974125308143
BraTS-MEN-RT-0392-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0392-1_t1c.nii.gz,GTV,23819,27133,0.12213909261784539
BraTS-MEN-RT-0625-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0625-1_t1c.nii.gz,GTV,16489,40782,0.5956794664312687
BraTS-MEN-RT-0076-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0076-1_t1c.nii.gz,GTV,6789,9005,0.24608550805108276
BraTS-MEN-RT-0112-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0112-1_t1c.nii.gz,BET,1455284,1415897,-0.027817701428846764
BraTS-MEN-RT-0175-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0175-1_t1c.nii.gz,GTV,2038,3722,0.4524449220849006
BraTS-MEN-RT-0249-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0249-1_t1c.nii.gz,GTV,27110,31003,0.12556849337160925
BraTS-MEN-RT-0510-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0510-1_t1c.nii.gz,BET,1258633,1330894,0.05429508285408158
BraTS-MEN-RT-0227-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0227-1_t1c.nii.gz,GTV,2274,1546,-0.4708926261319535
BraTS-MEN-RT-0458-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0458-1_t1c.nii.gz,GTV,107289,121622,0.11784874447057281
BraTS-MEN-RT-0301-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0301-1_t1c.nii.gz,BET,1407347,3642178,0.6135974134158189
BraTS-MEN-RT-0436-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0436-1_t1c.nii.gz,GTV,1825,1319,-0.3836239575435936
BraTS-MEN-RT-0181-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0181-1_t1c.nii.gz,GTV,4026,25766,0.8437475743227509
BraTS-MEN-RT-0159-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0159-1_t1c.nii.gz,GTV,25596,214524,0.8806846786373552
BraTS-MEN-RT-0137-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0137-1_t1c.nii.gz,GTV,6001,10980,0.45346083788706737
BraTS-MEN-RT-0600-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0600-1_t1c.nii.gz,BET,1498812,725488,-1.0659363076990935
BraTS-MEN-RT-0609-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0609-1_t1c.nii.gz,GTV,6862,45775,0.8500928454396505
BraTS-MEN-RT-0489-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0489-1_t1c.nii.gz,BET,1238956,1408278,0.1202333630149729
BraTS-MEN-RT-0583-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0583-1_t1c.nii.gz,GTV,45837,29846,-0.5357836896066475
BraTS-MEN-RT-0150-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0150-1_t1c.nii.gz,BET,1513860,4198284,0.6394098160105415
BraTS-MEN-RT-0188-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0188-1_t1c.nii.gz,BET,1704685,1938083,0.1204272469238934
BraTS-MEN-RT-0202-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0202-1_t1c.nii.gz,BET,1525947,2769132,0.44894392900013436
BraTS-MEN-RT-0451-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0451-1_t1c.nii.gz,BET,1124242,543771,-1.0674916462996373
BraTS-MEN-RT-0082-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0082-1_t1c.nii.gz,GTV,16673,30070,0.44552710342534085
BraTS-MEN-RT-0094-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0094-1_t1c.nii.gz,GTV,1244,2289,0.45653123634775006
BraTS-MEN-RT-0370-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0370-1_t1c.nii.gz,GTV,39896,22581,-0.7667950932199636
BraTS-MEN-RT-0447-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0447-1_t1c.nii.gz,BET,1244775,8638807,0.8559089235353909
BraTS-MEN-RT-0429-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0429-1_t1c.nii.gz,BET,1335685,1517818,0.11999660038291815
BraTS-MEN-RT-0146-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0146-1_t1c.nii.gz,BET,1332222,928299,-0.4351216580002779
BraTS-MEN-RT-0128-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0128-1_t1c.nii.gz,BET,1253896,8346578,0.8497712475699621
BraTS-MEN-RT-0616-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0616-1_t1c.nii.gz,BET,1416661,986565,-0.4359530289438607
BraTS-MEN-RT-0197-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0197-1_t1c.nii.gz,GTV,81471,210647,0.6132344633438881
BraTS-MEN-RT-0420-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0420-1_t1c.nii.gz,GTV,12782,8549,-0.49514563106796117
BraTS-MEN-RT-0273-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0273-1_t1c.nii.gz,GTV,1328,964,-0.3775933609958506
BraTS-MEN-RT-0317-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0317-1_t1c.nii.gz,BET,1571918,760346,-1.0673719596078626
BraTS-MEN-RT-0544-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0544-1_t1c.nii.gz,BET,1211888,781307,-0.5511034714907201
BraTS-MEN-RT-0241-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0241-1_t1c.nii.gz,GTV,3094,20104,0.846100278551532
BraTS-MEN-RT-0412-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0412-1_t1c.nii.gz,GTV,8239,5342,-0.5423062523399476
BraTS-MEN-RT-0325-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0325-1_t1c.nii.gz,BET,1386845,1341982,-0.03343040368648764
BraTS-MEN-RT-0077-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0077-1_t1c.nii.gz,BET,1588895,2884008,0.4490670622272892
BraTS-MEN-RT-0393-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0393-1_t1c.nii.gz,BET,1281237,1239339,-0.03380673084603969
BraTS-MEN-RT-0113-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0113-1_t1c.nii.gz,GTV,32558,20924,-0.556012234754349
BraTS-MEN-RT-0299-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0299-1_t1c.nii.gz,GTV,634,2887,0.7803948735711812
BraTS-MEN-RT-0174-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0174-1_t1c.nii.gz,BET,1634762,2968204,0.44924203322952194
BraTS-MEN-RT-0290-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0290-1_t1c.nii.gz,BET,1228679,1769167,0.30550422882633466
BraTS-MEN-RT-0342-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0342-1_t1c.nii.gz,GTV,19444,21994,0.11594071110302806
BraTS-MEN-RT-0475-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0475-1_t1c.nii.gz,BET,1227073,8187280,0.8501244613595724
BraTS-MEN-RT-0226-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0226-1_t1c.nii.gz,BET,1184660,1240045,0.04466370172050205
BraTS-MEN-RT-0569-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0569-1_t1c.nii.gz,GTV,10926,5463,-1.0
BraTS-MEN-RT-0463-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0463-1_t1c.nii.gz,BET,1329920,3688424,0.6394340780777915
BraTS-MEN-RT-0230-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0230-1_t1c.nii.gz,BET,1550451,2814254,0.4490721164472006
BraTS-MEN-RT-0354-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0354-1_t1c.nii.gz,GTV,1367,3889,0.6484957572640782
BraTS-MEN-RT-0507-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0507-1_t1c.nii.gz,GTV,4298,4298,0.0
BraTS-MEN-RT-0006-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0006-1_t1c.nii.gz,GTV,3616,9775,0.630076726342711
BraTS-MEN-RT-0286-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0286-1_t1c.nii.gz,BET,1334262,645713,-1.0663390701441662
BraTS-MEN-RT-0105-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0105-1_t1c.nii.gz,GTV,15895,28862,0.44927586445845746
BraTS-MEN-RT-0560-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0560-1_t1c.nii.gz,BET,1403973,1777286,0.2100466666591646
BraTS-MEN-RT-0257-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0257-1_t1c.nii.gz,GTV,1279,2361,0.45828038966539597
BraTS-MEN-RT-0522-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0522-1_t1c.nii.gz,BET,1370938,2489677,0.44935106039859785
BraTS-MEN-RT-0215-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0215-1_t1c.nii.gz,GTV,3071,21052,0.8541231236937108
BraTS-MEN-RT-0129-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0129-1_t1c.nii.gz,GTV,5529,46948,0.8822314049586777
BraTS-MEN-RT-0147-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0147-1_t1c.nii.gz,GTV,568,5058,0.8877026492684855
BraTS-MEN-RT-0023-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0023-1_t1c.nii.gz,BET,1351827,871446,-0.5512458603286952
BraTS-MEN-RT-0044-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0044-1_t1c.nii.gz,GTV,97385,110805,0.12111366815576918
BraTS-MEN-RT-0617-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0617-1_t1c.nii.gz,GTV,20771,23499,0.11609004638495257
BraTS-MEN-RT-0120-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0120-1_t1c.nii.gz,BET,1548637,998585,-0.5508314264684528
