filename,image_file,type,voxel_count,original_voxel_count,removed_ratio
BraTS-MEN-RT-0279-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0279-1_t1c.nii.gz,GTV,1344,643,-1.0902021772939348
BraTS-MEN-RT-0423-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0423-1_t1c.nii.gz,BET,1563576,11503282,0.8640756611895631
BraTS-MEN-RT-0270-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0270-1_t1c.nii.gz,BET,1630615,2960360,0.44918354524449733
BraTS-MEN-RT-0314-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0314-1_t1c.nii.gz,GTV,32544,21322,-0.5263108526404652
BraTS-MEN-RT-0547-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0547-1_t1c.nii.gz,GTV,3590,3590,0.0
BraTS-MEN-RT-0615-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0615-1_t1c.nii.gz,GTV,14199,9062,-0.566872655043037
BraTS-MEN-RT-0046-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0046-1_t1c.nii.gz,GTV,4403,2860,-0.5395104895104894
BraTS-MEN-RT-0122-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0122-1_t1c.nii.gz,BET,1306607,8723946,0.8502275231873283
BraTS-MEN-RT-0589-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0589-1_t1c.nii.gz,GTV,4629,4620,-0.001948051948051921
BraTS-MEN-RT-0483-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0483-1_t1c.nii.gz,BET,1378673,3829622,0.6399976290088161
BraTS-MEN-RT-0134-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0134-1_t1c.nii.gz,BET,1182747,7870702,0.8497278895834196
BraTS-MEN-RT-0603-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0603-1_t1c.nii.gz,GTV,450,3055,0.8527004909983633
BraTS-MEN-RT-0088-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0088-1_t1c.nii.gz,GTV,3997,26432,0.848781779661017
BraTS-MEN-RT-0208-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0208-1_t1c.nii.gz,BET,1300718,1611483,0.1928441069499337
BraTS-MEN-RT-0302-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0302-1_t1c.nii.gz,GTV,8369,11818,0.29184295143002204
BraTS-MEN-RT-0551-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0551-1_t1c.nii.gz,GTV,5585,6247,0.1059708660156875
BraTS-MEN-RT-0558-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0558-1_t1c.nii.gz,BET,1234715,1638846,0.24659486004176112
BraTS-MEN-RT-0452-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0452-1_t1c.nii.gz,GTV,8132,7325,-0.1101706484641638
BraTS-MEN-RT-0081-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0081-1_t1c.nii.gz,BET,1598374,1032303,-0.5483574105664712
BraTS-MEN-RT-0536-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0536-1_t1c.nii.gz,BET,1321762,1505001,0.12175340747281893
BraTS-MEN-RT-0365-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0365-1_t1c.nii.gz,BET,1367680,882392,-0.5499687213846001
BraTS-MEN-RT-0059-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0059-1_t1c.nii.gz,BET,1234724,8093232,0.8474374637969108
BraTS-MEN-RT-0580-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0580-1_t1c.nii.gz,BET,1250240,2269956,0.449222804318674
BraTS-MEN-RT-0037-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0037-1_t1c.nii.gz,BET,1415180,913916,-0.5484792913134249
BraTS-MEN-RT-0153-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0153-1_t1c.nii.gz,GTV,1017,1815,0.43966942148760335
BraTS-MEN-RT-0391-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0391-1_t1c.nii.gz,BET,1214680,1752353,0.3068291605629687
BraTS-MEN-RT-0410-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0410-1_t1c.nii.gz,GTV,93458,60000,-0.5576333333333334
BraTS-MEN-RT-0574-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0574-1_t1c.nii.gz,BET,1550241,2441940,0.36516007764318537
BraTS-MEN-RT-0419-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0419-1_t1c.nii.gz,BET,1319422,638850,-1.0653079752680599
BraTS-MEN-RT-0513-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0513-1_t1c.nii.gz,GTV,3503,6431,0.4552946664593376
BraTS-MEN-RT-0340-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0340-1_t1c.nii.gz,GTV,7927,32616,0.7569597743438803
BraTS-MEN-RT-0224-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0224-1_t1c.nii.gz,BET,1244441,8638555,0.855943384049763
BraTS-MEN-RT-0176-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0176-1_t1c.nii.gz,BET,1253902,606479,-1.0675109937854401
BraTS-MEN-RT-0004-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0004-1_t1c.nii.gz,GTV,9041,32785,0.7242336434344975
BraTS-MEN-RT-0284-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0284-1_t1c.nii.gz,BET,1567734,1012866,-0.5478197510825715
BraTS-MEN-RT-0160-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0160-1_t1c.nii.gz,BET,1339137,2431859,0.4493360840410566
BraTS-MEN-RT-0232-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0232-1_t1c.nii.gz,BET,1188306,2157635,0.44925531890240933
BraTS-MEN-RT-0505-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0505-1_t1c.nii.gz,GTV,113,319,0.64576802507837
BraTS-MEN-RT-0356-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0356-1_t1c.nii.gz,GTV,196548,127261,-0.5444480241393672
BraTS-MEN-RT-0338-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0338-1_t1c.nii.gz,GTV,2097,6093,0.6558345642540621
BraTS-MEN-RT-0562-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0562-1_t1c.nii.gz,BET,1553371,1072384,-0.4485212386607782
BraTS-MEN-RT-0406-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0406-1_t1c.nii.gz,GTV,16267,10382,-0.5668464650356386
BraTS-MEN-RT-0255-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0255-1_t1c.nii.gz,GTV,2529,9715,0.7396809058157489
BraTS-MEN-RT-0468-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0468-1_t1c.nii.gz,GTV,1315,3637,0.6384382733021721
BraTS-MEN-RT-0107-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0107-1_t1c.nii.gz,GTV,76087,48959,-0.5540962846463366
BraTS-MEN-RT-0387-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0387-1_t1c.nii.gz,BET,1504654,1593031,0.05547726315432655
BraTS-MEN-RT-0063-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0063-1_t1c.nii.gz,BET,1548545,999939,-0.5486394670074874
BraTS-MEN-RT-0462-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0462-1_t1c.nii.gz,GTV,734,367,-1.0
BraTS-MEN-RT-0506-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0506-1_t1c.nii.gz,BET,1362729,940256,-0.4493169945206412
BraTS-MEN-RT-0355-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0355-1_t1c.nii.gz,BET,1443872,932649,-0.5481408332609587
BraTS-MEN-RT-0007-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0007-1_t1c.nii.gz,BET,1268905,875646,-0.44910728764820496
BraTS-MEN-RT-0069-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0069-1_t1c.nii.gz,BET,1223033,8029588,0.8476842149310774
BraTS-MEN-RT-0104-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0104-1_t1c.nii.gz,BET,1324009,854522,-0.549414760532789
BraTS-MEN-RT-0384-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0384-1_t1c.nii.gz,GTV,2462,17404,0.8585382670650425
BraTS-MEN-RT-0060-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0060-1_t1c.nii.gz,GTV,35236,22350,-0.5765548098434004
BraTS-MEN-RT-0332-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0332-1_t1c.nii.gz,GTV,2736,20614,0.867274667701562
BraTS-MEN-RT-0561-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0561-1_t1c.nii.gz,GTV,7284,8274,0.11965192168237848
BraTS-MEN-RT-0405-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0405-1_t1c.nii.gz,BET,1629661,1855466,0.12169719089436293
BraTS-MEN-RT-0413-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0413-1_t1c.nii.gz,BET,1172815,4440217,0.7358653867592507
BraTS-MEN-RT-0018-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0018-1_t1c.nii.gz,GTV,4079,2592,-0.5736882716049383
BraTS-MEN-RT-0298-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0298-1_t1c.nii.gz,BET,1407134,2589712,0.4566445998628419
BraTS-MEN-RT-0392-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0392-1_t1c.nii.gz,GTV,23795,27133,0.12302362436884973
BraTS-MEN-RT-0625-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0625-1_t1c.nii.gz,GTV,16640,40782,0.5919768525329803
BraTS-MEN-RT-0076-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0076-1_t1c.nii.gz,GTV,6771,9005,0.2480843975569128
BraTS-MEN-RT-0112-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0112-1_t1c.nii.gz,BET,1462730,1415897,-0.03307655853497815
BraTS-MEN-RT-0175-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0175-1_t1c.nii.gz,GTV,2048,3722,0.4497581945190757
BraTS-MEN-RT-0249-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0249-1_t1c.nii.gz,GTV,27176,31003,0.12343966712898746
BraTS-MEN-RT-0510-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0510-1_t1c.nii.gz,BET,1256978,1330894,0.05553860788312215
BraTS-MEN-RT-0227-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0227-1_t1c.nii.gz,GTV,2193,1546,-0.4184993531694696
BraTS-MEN-RT-0458-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0458-1_t1c.nii.gz,GTV,107133,121622,0.11913140714673331
BraTS-MEN-RT-0301-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0301-1_t1c.nii.gz,BET,1407952,3642178,0.613431304016443
BraTS-MEN-RT-0436-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0436-1_t1c.nii.gz,GTV,1884,1319,-0.4283548142532221
BraTS-MEN-RT-0181-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0181-1_t1c.nii.gz,GTV,4024,25766,0.8438251959947217
BraTS-MEN-RT-0159-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0159-1_t1c.nii.gz,GTV,25559,214524,0.8808571535119614
BraTS-MEN-RT-0137-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0137-1_t1c.nii.gz,GTV,6012,10980,0.45245901639344266
BraTS-MEN-RT-0600-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0600-1_t1c.nii.gz,BET,1497916,725488,-1.064701276933595
BraTS-MEN-RT-0609-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0609-1_t1c.nii.gz,GTV,6879,45775,0.8497214636810486
BraTS-MEN-RT-0489-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0489-1_t1c.nii.gz,BET,1237882,1408278,0.12099599652909443
BraTS-MEN-RT-0583-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0583-1_t1c.nii.gz,GTV,45906,29846,-0.5380955571935937
BraTS-MEN-RT-0150-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0150-1_t1c.nii.gz,BET,1511602,4198284,0.6399476548037246
BraTS-MEN-RT-0188-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0188-1_t1c.nii.gz,BET,1702615,1938083,0.12149531263624935
BraTS-MEN-RT-0202-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0202-1_t1c.nii.gz,BET,1525563,2769132,0.4490826006127552
BraTS-MEN-RT-0451-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0451-1_t1c.nii.gz,BET,1123828,543771,-1.0667302963931506
BraTS-MEN-RT-0082-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0082-1_t1c.nii.gz,GTV,16597,30070,0.44805453940804785
BraTS-MEN-RT-0094-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0094-1_t1c.nii.gz,GTV,1250,2289,0.45391000436872
BraTS-MEN-RT-0370-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0370-1_t1c.nii.gz,GTV,39688,22581,-0.7575838093972809
BraTS-MEN-RT-0447-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0447-1_t1c.nii.gz,BET,1242928,8638807,0.8561227262051345
BraTS-MEN-RT-0429-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0429-1_t1c.nii.gz,BET,1334554,1517818,0.12074174901075096
BraTS-MEN-RT-0146-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0146-1_t1c.nii.gz,BET,1345042,928299,-0.44893186354827486
BraTS-MEN-RT-0128-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0128-1_t1c.nii.gz,BET,1252188,8346578,0.8499758823316573
BraTS-MEN-RT-0616-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0616-1_t1c.nii.gz,BET,1428384,986565,-0.4478356722567698
BraTS-MEN-RT-0197-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0197-1_t1c.nii.gz,GTV,81371,210647,0.6137091912061411
BraTS-MEN-RT-0420-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0420-1_t1c.nii.gz,GTV,13328,8549,-0.5590127500292432
BraTS-MEN-RT-0273-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0273-1_t1c.nii.gz,GTV,1422,964,-0.4751037344398341
BraTS-MEN-RT-0317-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0317-1_t1c.nii.gz,BET,1570180,760346,-1.0650861581437923
BraTS-MEN-RT-0544-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0544-1_t1c.nii.gz,BET,1210586,781307,-0.549437033074067
BraTS-MEN-RT-0241-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0241-1_t1c.nii.gz,GTV,3092,20104,0.846199761241544
BraTS-MEN-RT-0412-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0412-1_t1c.nii.gz,GTV,8319,5342,-0.5572819168850618
BraTS-MEN-RT-0325-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0325-1_t1c.nii.gz,BET,1387009,1341982,-0.03355261098882112
BraTS-MEN-RT-0077-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0077-1_t1c.nii.gz,BET,1588722,2884008,0.44912704819126714
BraTS-MEN-RT-0393-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0393-1_t1c.nii.gz,BET,1281561,1239339,-0.03406816052750705
BraTS-MEN-RT-0113-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0113-1_t1c.nii.gz,GTV,32573,20924,-0.55672911489199
BraTS-MEN-RT-0299-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0299-1_t1c.nii.gz,GTV,631,2887,0.7814340145479737
BraTS-MEN-RT-0174-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0174-1_t1c.nii.gz,BET,1634655,2968204,0.44927808196471675
BraTS-MEN-RT-0290-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0290-1_t1c.nii.gz,BET,1226333,1769167,0.3068302766217096
BraTS-MEN-RT-0342-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0342-1_t1c.nii.gz,GTV,19399,21994,0.1179867236519051
BraTS-MEN-RT-0475-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0475-1_t1c.nii.gz,BET,1230183,8187280,0.8497446038244691
BraTS-MEN-RT-0226-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0226-1_t1c.nii.gz,BET,1183459,1240045,0.045632214959940964
BraTS-MEN-RT-0569-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0569-1_t1c.nii.gz,GTV,10934,5463,-1.0014643968515466
BraTS-MEN-RT-0463-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0463-1_t1c.nii.gz,BET,1327169,3688424,0.6401799250845348
BraTS-MEN-RT-0230-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0230-1_t1c.nii.gz,BET,1550210,2814254,0.4491577519299964
BraTS-MEN-RT-0354-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0354-1_t1c.nii.gz,GTV,1368,3889,0.6482386217536642
BraTS-MEN-RT-0507-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0507-1_t1c.nii.gz,GTV,4306,4298,-0.0018613308515589289
BraTS-MEN-RT-0006-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0006-1_t1c.nii.gz,GTV,3612,9775,0.6304859335038363
BraTS-MEN-RT-0286-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0286-1_t1c.nii.gz,BET,1332428,645713,-1.0634987990020335
BraTS-MEN-RT-0105-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0105-1_t1c.nii.gz,GTV,15874,28862,0.4500034647633566
BraTS-MEN-RT-0560-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0560-1_t1c.nii.gz,BET,1401921,1777286,0.2112012360419201
BraTS-MEN-RT-0257-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0257-1_t1c.nii.gz,GTV,1290,2361,0.45362134688691236
BraTS-MEN-RT-0522-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0522-1_t1c.nii.gz,BET,1370753,2489677,0.44942536722635107
BraTS-MEN-RT-0215-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0215-1_t1c.nii.gz,GTV,3022,21052,0.8564506935208056
BraTS-MEN-RT-0129-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0129-1_t1c.nii.gz,GTV,5551,46948,0.8817628013972906
BraTS-MEN-RT-0147-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0147-1_t1c.nii.gz,GTV,583,5058,0.8847370502174773
BraTS-MEN-RT-0023-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0023-1_t1c.nii.gz,BET,1350025,871446,-0.549178032832786
BraTS-MEN-RT-0044-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0044-1_t1c.nii.gz,GTV,97259,110805,0.12225080095663554
BraTS-MEN-RT-0617-1_t1c_gtv_mask.nii.gz,BraTS-MEN-RT-0617-1_t1c.nii.gz,GTV,20569,23499,0.12468615685773865
BraTS-MEN-RT-0120-1_t1c_bet_mask.nii.gz,BraTS-MEN-RT-0120-1_t1c.nii.gz,BET,1546506,998585,-0.5486974068306654
